23	22	18
y	x	z	ContainerCode	Container Length	Weight	Cargo	Cargo Capacity
13	0	1	173	40	4	10	22
15	0	1	174	20	2	2	20
18	0	1	175	40	4	16	22
19	0	1	175	40	4	16	22
21	0	1	176	20	2	20	20
2	1	1	177	40	4	12	22
3	1	1	177	40	4	12	22
4	1	1	178	20	2	12	20
7	1	1	179	40	4	1	22
8	1	1	179	40	4	1	22
11	1	1	180	40	4	12	22
12	1	1	180	40	4	12	22
15	1	1	181	40	4	3	22
16	1	1	181	40	4	3	22
19	1	1	182	40	4	2	22
20	1	1	182	40	4	2	22
22	1	1	183	20	2	7	20
1	2	1	184	20	2	2	20
4	2	1	185	40	4	16	22
5	2	1	185	40	4	16	22
7	2	1	186	20	2	4	20
9	2	1	187	20	2	0	20
11	2	1	188	20	2	20	20
13	2	1	189	20	2	18	20
16	2	1	190	40	4	10	22
17	2	1	190	40	4	10	22
20	2	1	191	40	4	19	22
21	2	1	191	40	4	19	22
2	3	1	192	40	4	13	22
3	3	1	192	40	4	13	22
4	3	1	193	20	2	11	20
6	3	1	194	20	2	9	20
8	3	1	195	20	2	13	20
11	3	1	196	40	4	12	22
12	3	1	196	40	4	12	22
14	3	1	197	20	2	1	20
17	3	1	198	40	4	13	22
18	3	1	198	40	4	13	22
20	3	1	199	20	2	14	20
22	3	1	200	20	2	18	20
2	4	1	201	40	4	3	22
3	4	1	201	40	4	3	22
6	4	1	202	40	4	10	22
7	4	1	202	40	4	10	22
9	4	1	203	20	2	13	20
11	4	1	204	20	2	17	20
13	4	1	205	20	2	1	20
15	4	1	206	20	2	11	20
17	4	1	207	20	2	3	20
19	4	1	208	20	2	7	20
0	5	1	209	40	4	15	22
1	5	1	209	40	4	15	22
4	5	1	210	40	4	22	22
5	5	1	210	40	4	22	22
6	5	1	211	20	2	5	20
9	5	1	212	40	4	20	22
10	5	1	212	40	4	20	22
12	5	1	213	20	2	7	20
14	5	1	214	20	2	18	20
16	5	1	215	20	2	3	20
18	5	1	216	20	2	16	20
21	5	1	217	40	4	13	22
22	5	1	217	40	4	13	22
2	6	1	218	40	4	19	22
3	6	1	218	40	4	19	22
5	6	1	219	20	2	15	20
8	6	1	220	40	4	6	22
9	6	1	220	40	4	6	22
12	6	1	221	40	4	13	22
13	6	1	221	40	4	13	22
15	6	1	222	20	2	0	20
18	6	1	223	40	4	20	22
19	6	1	223	40	4	20	22
0	7	1	224	40	4	7	22
1	7	1	224	40	4	7	22
2	7	1	225	20	2	9	20
5	7	1	226	40	4	1	22
6	7	1	226	40	4	1	22
8	7	1	227	20	2	10	20
11	7	1	228	40	4	2	22
12	7	1	228	40	4	2	22
14	7	1	229	20	2	7	20
17	7	1	230	40	4	7	22
18	7	1	230	40	4	7	22
20	7	1	231	20	2	16	20
0	8	1	232	40	4	4	22
1	8	1	232	40	4	4	22
3	8	1	233	20	2	1	20
6	8	1	234	40	4	4	22
7	8	1	234	40	4	4	22
10	8	1	235	40	4	9	22
11	8	1	235	40	4	9	22
13	8	1	236	20	2	7	20
16	8	1	237	40	4	18	22
17	8	1	237	40	4	18	22
20	8	1	238	40	4	11	22
21	8	1	238	40	4	11	22
0	9	1	239	20	2	12	20
3	9	1	240	40	4	10	22
4	9	1	240	40	4	10	22
6	9	1	241	20	2	5	20
9	9	1	242	40	4	9	22
10	9	1	242	40	4	9	22
13	9	1	243	40	4	17	22
14	9	1	243	40	4	17	22
16	9	1	244	20	2	20	20
18	9	1	245	20	2	5	20
20	9	1	246	20	2	8	20
0	10	1	247	40	4	5	22
1	10	1	247	40	4	5	22
3	10	1	248	20	2	13	20
6	10	1	249	40	4	4	22
7	10	1	249	40	4	4	22
10	10	1	250	40	4	20	22
11	10	1	250	40	4	20	22
13	10	1	251	20	2	9	20
16	10	1	252	40	4	22	22
17	10	1	252	40	4	22	22
19	10	1	253	20	2	1	20
0	11	1	254	40	4	17	22
1	11	1	254	40	4	17	22
4	11	1	255	40	4	21	22
5	11	1	255	40	4	21	22
6	11	1	256	20	2	7	20
8	11	1	257	20	2	17	20
10	11	1	258	20	2	6	20
12	11	1	259	20	2	0	20
14	11	1	260	20	2	10	20
16	11	1	261	20	2	0	20
19	11	1	262	40	4	7	22
20	11	1	262	40	4	7	22
22	11	1	263	20	2	15	20
1	12	1	264	20	2	7	20
4	12	1	265	40	4	3	22
5	12	1	265	40	4	3	22
8	12	1	266	40	4	15	22
9	12	1	266	40	4	15	22
11	12	1	267	20	2	7	20
14	12	1	268	40	4	22	22
15	12	1	268	40	4	22	22
17	12	1	269	20	2	20	20
19	12	1	270	20	2	14	20
21	12	1	271	20	2	14	20
2	13	1	272	40	4	2	22
3	13	1	272	40	4	2	22
6	13	1	273	40	4	17	22
7	13	1	273	40	4	17	22
8	13	1	274	20	2	18	20
11	13	1	275	40	4	16	22
12	13	1	275	40	4	16	22
14	13	1	276	20	2	7	20
17	13	1	277	40	4	17	22
18	13	1	277	40	4	17	22
20	13	1	278	20	2	13	20
0	14	1	279	40	4	1	22
1	14	1	279	40	4	1	22
3	14	1	280	20	2	15	20
6	14	1	281	40	4	17	22
7	14	1	281	40	4	17	22
9	14	1	282	20	2	3	20
11	14	1	283	20	2	16	20
14	14	1	284	40	4	11	22
15	14	1	284	40	4	11	22
17	14	1	285	20	2	5	20
20	14	1	286	40	4	10	22
21	14	1	286	40	4	10	22
2	15	1	287	40	4	19	22
3	15	1	287	40	4	19	22
6	15	1	288	40	4	5	22
7	15	1	288	40	4	5	22
8	15	1	289	20	2	8	20
10	15	1	290	20	2	12	20
13	15	1	291	40	4	0	22
14	15	1	291	40	4	0	22
16	15	1	292	20	2	18	20
19	15	1	293	40	4	20	22
20	15	1	293	40	4	20	22
0	16	1	294	40	4	5	22
1	16	1	294	40	4	5	22
4	16	1	295	40	4	14	22
5	16	1	295	40	4	14	22
7	16	1	296	20	2	13	20
9	16	1	297	20	2	1	20
12	16	1	298	40	4	10	22
13	16	1	298	40	4	10	22
16	16	1	299	40	4	8	22
17	16	1	299	40	4	8	22
20	16	1	300	40	4	14	22
21	16	1	300	40	4	14	22
2	17	1	301	40	4	17	22
3	17	1	301	40	4	17	22
6	17	1	302	40	4	18	22
7	17	1	302	40	4	18	22
10	17	1	303	40	4	15	22
11	17	1	303	40	4	15	22
12	17	1	304	20	2	7	20
14	17	1	305	20	2	19	20
16	17	1	306	20	2	18	20
18	17	1	307	20	2	16	20
20	17	1	308	20	2	3	20
22	17	1	309	20	2	5	20
2	18	1	310	40	4	0	22
3	18	1	310	40	4	0	22
6	18	1	311	40	4	1	22
7	18	1	311	40	4	1	22
9	18	1	312	20	2	10	20
12	18	1	313	40	4	15	22
13	18	1	313	40	4	15	22
15	18	1	314	20	2	10	20
17	18	1	315	20	2	1	20
19	18	1	316	20	2	19	20
21	18	1	317	20	2	0	20
0	19	1	318	20	2	16	20
2	19	1	319	20	2	19	20
4	19	1	320	20	2	14	20
6	19	1	321	20	2	2	20
8	19	1	322	20	2	15	20
11	19	1	323	40	4	4	22
12	19	1	323	40	4	4	22
15	19	1	324	40	4	5	22
16	19	1	324	40	4	5	22
19	19	1	325	40	4	14	22
20	19	1	325	40	4	14	22
0	20	1	326	40	4	12	22
1	20	1	326	40	4	12	22
4	20	1	327	40	4	20	22
5	20	1	327	40	4	20	22
7	20	1	328	20	2	9	20
9	20	1	329	20	2	18	20
11	20	1	330	20	2	9	20
14	20	1	331	40	4	13	22
15	20	1	331	40	4	13	22
17	20	1	332	20	2	3	20
19	20	1	333	20	2	8	20
0	21	1	334	40	4	14	22
1	21	1	334	40	4	14	22
4	21	1	335	40	4	0	22
5	21	1	335	40	4	0	22
8	21	1	336	40	4	9	22
9	21	1	336	40	4	9	22
10	21	1	337	20	2	17	20
12	21	1	338	20	2	17	20
15	21	1	339	40	4	17	22
16	21	1	339	40	4	17	22
19	21	1	340	40	4	11	22
20	21	1	340	40	4	11	22
22	21	1	341	20	2	8	20
1	0	2	342	20	2	6	20
3	0	2	343	20	2	14	20
5	0	2	344	20	2	18	20
8	0	2	345	40	4	17	22
9	0	2	345	40	4	17	22
11	0	2	346	20	2	8	20
13	0	2	347	20	2	17	20
15	0	2	348	20	2	6	20
18	0	2	349	40	4	8	22
19	0	2	349	40	4	8	22
21	0	2	350	20	2	15	20
2	1	2	351	40	4	10	22
3	1	2	351	40	4	10	22
6	1	2	352	40	4	13	22
7	1	2	352	40	4	13	22
8	1	2	353	20	2	8	20
10	1	2	354	20	2	2	20
12	1	2	355	20	2	5	20
15	1	2	356	40	4	12	22
16	1	2	356	40	4	12	22
18	1	2	357	20	2	17	20
20	1	2	358	20	2	16	20
22	1	2	359	20	2	6	20
1	2	2	360	20	2	15	20
4	2	2	361	40	4	1	22
5	2	2	361	40	4	1	22
8	2	2	362	40	4	17	22
9	2	2	362	40	4	17	22
12	2	2	363	40	4	10	22
13	2	2	363	40	4	10	22
16	2	2	364	40	4	12	22
17	2	2	364	40	4	12	22
20	2	2	365	40	4	22	22
21	2	2	365	40	4	22	22
0	3	2	366	20	2	4	20
2	3	2	367	20	2	14	20
4	3	2	368	20	2	1	20
7	3	2	369	40	4	7	22
8	3	2	369	40	4	7	22
11	3	2	370	40	4	22	22
12	3	2	370	40	4	22	22
15	3	2	371	40	4	11	22
16	3	2	371	40	4	11	22
19	3	2	372	40	4	16	22
20	3	2	372	40	4	16	22
22	3	2	373	20	2	4	20
2	4	2	374	40	4	20	22
3	4	2	374	40	4	20	22
5	4	2	375	20	2	20	20
7	4	2	376	20	2	13	20
9	4	2	377	20	2	13	20
11	4	2	378	20	2	9	20
13	4	2	379	20	2	7	20
16	4	2	380	40	4	10	22
17	4	2	380	40	4	10	22
19	4	2	381	20	2	20	20
0	5	2	382	40	4	0	22
1	5	2	382	40	4	0	22
4	5	2	383	40	4	8	22
5	5	2	383	40	4	8	22
6	5	2	384	20	2	17	20
8	5	2	385	20	2	5	20
11	5	2	386	40	4	11	22
12	5	2	386	40	4	11	22
14	5	2	387	20	2	8	20
16	5	2	388	20	2	20	20
18	5	2	389	20	2	2	20
20	5	2	390	20	2	9	20
0	6	2	391	40	4	4	22
1	6	2	391	40	4	4	22
3	6	2	392	20	2	15	20
5	6	2	393	20	2	13	20
7	6	2	394	20	2	14	20
10	6	2	395	40	4	9	22
11	6	2	395	40	4	9	22
14	6	2	396	40	4	1	22
15	6	2	396	40	4	1	22
17	6	2	397	20	2	1	20
20	6	2	398	40	4	15	22
21	6	2	398	40	4	15	22
2	7	2	399	40	4	20	22
3	7	2	399	40	4	20	22
4	7	2	400	20	2	20	20
6	7	2	401	20	2	0	20
8	7	2	402	20	2	19	20
11	7	2	403	40	4	8	22
12	7	2	403	40	4	8	22
14	7	2	404	20	2	13	20
16	7	2	405	20	2	4	20
19	7	2	406	40	4	1	22
20	7	2	406	40	4	1	22
0	8	2	407	40	4	20	22
1	8	2	407	40	4	20	22
3	8	2	408	20	2	2	20
6	8	2	409	40	4	19	22
7	8	2	409	40	4	19	22
10	8	2	410	40	4	19	22
11	8	2	410	40	4	19	22
14	8	2	411	40	4	14	22
15	8	2	411	40	4	14	22
17	8	2	412	20	2	15	20
20	8	2	413	40	4	14	22
21	8	2	413	40	4	14	22
2	9	2	414	40	4	15	22
3	9	2	414	40	4	15	22
4	9	2	415	20	2	3	20
7	9	2	416	40	4	22	22
8	9	2	416	40	4	22	22
10	9	2	417	20	2	0	20
13	9	2	418	40	4	0	22
14	9	2	418	40	4	0	22
16	9	2	419	20	2	14	20
19	9	2	420	40	4	13	22
20	9	2	420	40	4	13	22
0	10	2	421	40	4	8	22
1	10	2	421	40	4	8	22
4	10	2	422	40	4	11	22
5	10	2	422	40	4	11	22
7	10	2	423	20	2	1	20
9	10	2	424	20	2	3	20
12	10	2	425	40	4	19	22
13	10	2	425	40	4	19	22
15	10	2	426	20	2	20	20
18	10	2	427	40	4	7	22
19	10	2	427	40	4	7	22
0	11	2	428	40	4	6	22
1	11	2	428	40	4	6	22
2	11	2	429	20	2	8	20
4	11	2	430	20	2	8	20
7	11	2	431	40	4	19	22
8	11	2	431	40	4	19	22
11	11	2	432	40	4	14	22
12	11	2	432	40	4	14	22
15	11	2	433	40	4	19	22
16	11	2	433	40	4	19	22
19	11	2	434	40	4	14	22
20	11	2	434	40	4	14	22
0	12	2	435	40	4	15	22
1	12	2	435	40	4	15	22
4	12	2	436	40	4	16	22
5	12	2	436	40	4	16	22
8	12	2	437	40	4	15	22
9	12	2	437	40	4	15	22
11	12	2	438	20	2	17	20
14	12	2	439	40	4	19	22
15	12	2	439	40	4	19	22
17	12	2	440	20	2	0	20
19	12	2	441	20	2	20	20
0	13	2	442	40	4	4	22
1	13	2	442	40	4	4	22
2	13	2	443	20	2	12	20
5	13	2	444	40	4	12	22
6	13	2	444	40	4	12	22
8	13	2	445	20	2	9	20
11	13	2	446	40	4	4	22
12	13	2	446	40	4	4	22
15	13	2	447	40	4	4	22
16	13	2	447	40	4	4	22
18	13	2	448	20	2	2	20
20	13	2	449	20	2	9	20
22	13	2	450	20	2	9	20
2	14	2	451	40	4	3	22
3	14	2	451	40	4	3	22
6	14	2	452	40	4	6	22
7	14	2	452	40	4	6	22
9	14	2	453	20	2	1	20
11	14	2	454	20	2	18	20
13	14	2	455	20	2	18	20
16	14	2	456	40	4	22	22
17	14	2	456	40	4	22	22
20	14	2	457	40	4	7	22
21	14	2	457	40	4	7	22
0	15	2	458	20	2	7	20
2	15	2	459	20	2	7	20
5	15	2	460	40	4	11	22
6	15	2	460	40	4	11	22
9	15	2	461	40	4	12	22
10	15	2	461	40	4	12	22
13	15	2	462	40	4	8	22
14	15	2	462	40	4	8	22
16	15	2	463	20	2	5	20
18	15	2	464	20	2	2	20
21	15	2	465	40	4	7	22
22	15	2	465	40	4	7	22
2	16	2	466	40	4	16	22
3	16	2	466	40	4	16	22
5	16	2	467	20	2	3	20
8	16	2	468	40	4	8	22
9	16	2	468	40	4	8	22
12	16	2	469	40	4	19	22
13	16	2	469	40	4	19	22
16	16	2	470	40	4	18	22
17	16	2	470	40	4	18	22
20	16	2	471	40	4	2	22
21	16	2	471	40	4	2	22
2	17	2	472	40	4	19	22
3	17	2	472	40	4	19	22
6	17	2	473	40	4	8	22
7	17	2	473	40	4	8	22
10	17	2	474	40	4	18	22
11	17	2	474	40	4	18	22
14	17	2	475	40	4	21	22
15	17	2	475	40	4	21	22
18	17	2	476	40	4	12	22
19	17	2	476	40	4	12	22
20	17	2	477	20	2	20	20
22	17	2	478	20	2	2	20
1	18	2	479	20	2	15	20
4	18	2	480	40	4	20	22
5	18	2	480	40	4	20	22
7	18	2	481	20	2	10	20
10	18	2	482	40	4	5	22
11	18	2	482	40	4	5	22
13	18	2	483	20	2	17	20
16	18	2	484	40	4	0	22
17	18	2	484	40	4	0	22
19	18	2	485	20	2	14	20
21	18	2	486	20	2	11	20
0	19	2	487	20	2	10	20
3	19	2	488	40	4	1	22
4	19	2	488	40	4	1	22
7	19	2	489	40	4	11	22
8	19	2	489	40	4	11	22
11	19	2	490	40	4	8	22
12	19	2	490	40	4	8	22
15	19	2	491	40	4	4	22
16	19	2	491	40	4	4	22
19	19	2	492	40	4	6	22
20	19	2	492	40	4	6	22
0	20	2	493	40	4	18	22
1	20	2	493	40	4	18	22
3	20	2	494	20	2	5	20
5	20	2	495	20	2	14	20
8	20	2	496	40	4	20	22
9	20	2	496	40	4	20	22
12	20	2	497	40	4	11	22
13	20	2	497	40	4	11	22
15	20	2	498	20	2	1	20
18	20	2	499	40	4	5	22
19	20	2	499	40	4	5	22
0	21	2	500	40	4	10	22
1	21	2	500	40	4	10	22
2	21	2	501	20	2	15	20
4	21	2	502	20	2	12	20
7	21	2	503	40	4	17	22
8	21	2	503	40	4	17	22
10	21	2	504	20	2	13	20
13	21	2	505	40	4	3	22
14	21	2	505	40	4	3	22
16	21	2	506	20	2	16	20
19	21	2	507	40	4	3	22
20	21	2	507	40	4	3	22
0	0	3	508	40	4	16	22
1	0	3	508	40	4	16	22
3	0	3	509	20	2	16	20
5	0	3	510	20	2	13	20
7	0	3	511	20	2	16	20
9	0	3	512	20	2	15	20
11	0	3	513	20	2	19	20
14	0	3	514	40	4	12	22
15	0	3	514	40	4	12	22
18	0	3	515	40	4	0	22
19	0	3	515	40	4	0	22
0	1	3	516	40	4	14	22
1	1	3	516	40	4	14	22
4	1	3	517	40	4	6	22
5	1	3	517	40	4	6	22
8	1	3	518	40	4	1	22
9	1	3	518	40	4	1	22
10	1	3	519	20	2	8	20
13	1	3	520	40	4	2	22
14	1	3	520	40	4	2	22
17	1	3	521	40	4	11	22
18	1	3	521	40	4	11	22
20	1	3	522	20	2	19	20
0	2	3	523	40	4	22	22
1	2	3	523	40	4	22	22
3	2	3	524	20	2	3	20
6	2	3	525	40	4	3	22
7	2	3	525	40	4	3	22
10	2	3	526	40	4	7	22
11	2	3	526	40	4	7	22
14	2	3	527	40	4	19	22
15	2	3	527	40	4	19	22
17	2	3	528	20	2	16	20
20	2	3	529	40	4	10	22
21	2	3	529	40	4	10	22
0	3	3	530	20	2	9	20
3	3	3	531	40	4	0	22
4	3	3	531	40	4	0	22
6	3	3	532	20	2	20	20
8	3	3	533	20	2	14	20
11	3	3	534	40	4	18	22
12	3	3	534	40	4	18	22
15	3	3	535	40	4	15	22
16	3	3	535	40	4	15	22
19	3	3	536	40	4	7	22
20	3	3	536	40	4	7	22
22	3	3	537	20	2	18	20
1	4	3	538	20	2	2	20
3	4	3	539	20	2	11	20
6	4	3	540	40	4	15	22
7	4	3	540	40	4	15	22
9	4	3	541	20	2	8	20
12	4	3	542	40	4	18	22
13	4	3	542	40	4	18	22
16	4	3	543	40	4	14	22
17	4	3	543	40	4	14	22
19	4	3	544	20	2	9	20
21	4	3	545	20	2	1	20
0	5	3	546	20	2	6	20
2	5	3	547	20	2	20	20
5	5	3	548	40	4	13	22
6	5	3	548	40	4	13	22
8	5	3	549	20	2	20	20
11	5	3	550	40	4	10	22
12	5	3	550	40	4	10	22
15	5	3	551	40	4	0	22
16	5	3	551	40	4	0	22
18	5	3	552	20	2	3	20
20	5	3	553	20	2	10	20
0	6	3	554	40	4	14	22
1	6	3	554	40	4	14	22
3	6	3	555	20	2	6	20
5	6	3	556	20	2	11	20
7	6	3	557	20	2	4	20
10	6	3	558	40	4	10	22
11	6	3	558	40	4	10	22
14	6	3	559	40	4	11	22
15	6	3	559	40	4	11	22
17	6	3	560	20	2	10	20
19	6	3	561	20	2	13	20
21	6	3	562	20	2	14	20
2	7	3	563	40	4	11	22
3	7	3	563	40	4	11	22
6	7	3	564	40	4	18	22
7	7	3	564	40	4	18	22
10	7	3	565	40	4	15	22
11	7	3	565	40	4	15	22
12	7	3	566	20	2	13	20
14	7	3	567	20	2	2	20
16	7	3	568	20	2	2	20
19	7	3	569	40	4	11	22
20	7	3	569	40	4	11	22
22	7	3	570	20	2	13	20
2	8	3	571	40	4	19	22
3	8	3	571	40	4	19	22
5	8	3	572	20	2	14	20
7	8	3	573	20	2	15	20
10	8	3	574	40	4	2	22
11	8	3	574	40	4	2	22
14	8	3	575	40	4	9	22
15	8	3	575	40	4	9	22
17	8	3	576	20	2	2	20
19	8	3	577	20	2	19	20
21	8	3	578	20	2	0	20
2	9	3	579	40	4	10	22
3	9	3	579	40	4	10	22
4	9	3	580	20	2	2	20
7	9	3	581	40	4	14	22
8	9	3	581	40	4	14	22
11	9	3	582	40	4	16	22
12	9	3	582	40	4	16	22
