23	22	18
y	x	z	ContainerCode	Container Length	Weight	Cargo	Cargo Capacity
18	7	0	117	40	4	18	22
19	7	0	118	40	4	5	22
20	7	0	118	40	4	5	22
21	7	0	119	20	2	13	20
22	7	0	120	20	2	1	20
0	8	0	121	20	2	16	20
1	8	0	122	20	2	9	20
2	8	0	123	20	2	15	20
3	8	0	124	20	2	19	20
4	8	0	125	20	2	12	20
5	8	0	126	20	2	11	20
6	8	0	127	40	4	14	22
7	8	0	127	40	4	14	22
8	8	0	128	20	2	11	20
9	8	0	129	20	2	19	20
10	8	0	130	40	4	1	22
11	8	0	130	40	4	1	22
12	8	0	131	20	2	18	20
13	8	0	132	20	2	15	20
14	8	0	133	20	2	13	20
15	8	0	134	40	4	6	22
16	8	0	134	40	4	6	22
17	8	0	135	20	2	19	20
18	8	0	136	40	4	16	22
19	8	0	136	40	4	16	22
20	8	0	137	20	2	11	20
21	8	0	138	40	4	14	22
22	8	0	138	40	4	14	22
0	9	0	139	20	2	1	20
1	9	0	140	20	2	9	20
2	9	0	141	20	2	19	20
3	9	0	142	40	4	5	22
4	9	0	142	40	4	5	22
5	9	0	143	40	4	7	22
6	9	0	143	40	4	7	22
7	9	0	144	40	4	17	22
8	9	0	144	40	4	17	22
9	9	0	145	20	2	7	20
10	9	0	146	20	2	9	20
11	9	0	147	40	4	10	22
12	9	0	147	40	4	10	22
13	9	0	148	20	2	1	20
14	9	0	149	40	4	4	22
15	9	0	149	40	4	4	22
16	9	0	150	20	2	9	20
17	9	0	151	20	2	2	20
18	9	0	152	40	4	5	22
19	9	0	152	40	4	5	22
20	9	0	153	20	2	6	20
21	9	0	154	20	2	19	20
22	9	0	157	20	2	12	20
0	10	0	155	40	4	8	22
1	10	0	155	40	4	8	22
2	10	0	156	40	4	14	22
3	10	0	156	40	4	14	22
4	10	0	158	20	2	18	20
5	10	0	159	20	2	12	20
6	10	0	160	40	4	3	22
7	10	0	160	40	4	3	22
8	10	0	161	40	4	9	22
9	10	0	161	40	4	9	22
10	10	0	162	20	2	5	20
11	10	0	163	40	4	1	22
12	10	0	163	40	4	1	22
13	10	0	164	40	4	2	22
14	10	0	164	40	4	2	22
15	10	0	165	20	2	12	20
16	10	0	166	40	4	22	22
17	10	0	166	40	4	22	22
18	10	0	167	40	4	15	22
19	10	0	167	40	4	15	22
20	10	0	168	20	2	16	20
21	10	0	169	40	4	7	22
22	10	0	169	40	4	7	22
0	11	0	170	40	4	4	22
1	11	0	170	40	4	4	22
2	11	0	171	40	4	17	22
3	11	0	171	40	4	17	22
4	11	0	172	20	2	7	20
5	11	0	173	40	4	10	22
6	11	0	173	40	4	10	22
7	11	0	174	20	2	2	20
8	11	0	175	40	4	16	22
9	11	0	175	40	4	16	22
10	11	0	176	20	2	20	20
11	11	0	177	40	4	12	22
12	11	0	177	40	4	12	22
13	11	0	178	20	2	12	20
14	11	0	179	40	4	1	22
15	11	0	179	40	4	1	22
16	11	0	180	40	4	12	22
17	11	0	180	40	4	12	22
18	11	0	181	40	4	3	22
19	11	0	181	40	4	3	22
20	11	0	182	40	4	2	22
21	11	0	182	40	4	2	22
22	11	0	183	20	2	7	20
0	12	0	184	20	2	2	20
1	12	0	185	40	4	16	22
2	12	0	185	40	4	16	22
3	12	0	186	20	2	4	20
4	12	0	187	20	2	0	20
5	12	0	188	20	2	20	20
6	12	0	189	20	2	18	20
7	12	0	190	40	4	10	22
8	12	0	190	40	4	10	22
9	12	0	191	40	4	19	22
10	12	0	191	40	4	19	22
11	12	0	192	40	4	13	22
12	12	0	192	40	4	13	22
13	12	0	193	20	2	11	20
14	12	0	194	20	2	9	20
15	12	0	195	20	2	13	20
16	12	0	196	40	4	12	22
17	12	0	196	40	4	12	22
18	12	0	197	20	2	1	20
19	12	0	198	40	4	13	22
20	12	0	198	40	4	13	22
21	12	0	199	20	2	14	20
22	12	0	200	20	2	18	20
0	13	0	201	40	4	3	22
1	13	0	201	40	4	3	22
2	13	0	202	40	4	10	22
3	13	0	202	40	4	10	22
4	13	0	203	20	2	13	20
5	13	0	204	20	2	17	20
6	13	0	205	20	2	1	20
7	13	0	206	20	2	11	20
8	13	0	207	20	2	3	20
9	13	0	208	20	2	7	20
10	13	0	209	40	4	15	22
11	13	0	209	40	4	15	22
12	13	0	210	40	4	22	22
13	13	0	210	40	4	22	22
14	13	0	211	20	2	5	20
15	13	0	212	40	4	20	22
16	13	0	212	40	4	20	22
17	13	0	213	20	2	7	20
18	13	0	214	20	2	18	20
19	13	0	215	20	2	3	20
20	13	0	216	20	2	16	20
21	13	0	217	40	4	13	22
22	13	0	217	40	4	13	22
0	14	0	218	40	4	19	22
1	14	0	218	40	4	19	22
2	14	0	219	20	2	15	20
3	14	0	220	40	4	6	22
4	14	0	220	40	4	6	22
5	14	0	221	40	4	13	22
6	14	0	221	40	4	13	22
7	14	0	222	20	2	0	20
8	14	0	223	40	4	20	22
9	14	0	223	40	4	20	22
10	14	0	224	40	4	7	22
11	14	0	224	40	4	7	22
12	14	0	225	20	2	9	20
13	14	0	226	40	4	1	22
14	14	0	226	40	4	1	22
15	14	0	227	20	2	10	20
16	14	0	228	40	4	2	22
17	14	0	228	40	4	2	22
18	14	0	229	20	2	7	20
19	14	0	230	40	4	7	22
20	14	0	230	40	4	7	22
21	14	0	231	20	2	16	20
22	14	0	233	20	2	1	20
0	15	0	232	40	4	4	22
1	15	0	232	40	4	4	22
2	15	0	234	40	4	4	22
3	15	0	234	40	4	4	22
4	15	0	235	40	4	9	22
5	15	0	235	40	4	9	22
6	15	0	236	20	2	7	20
7	15	0	237	40	4	18	22
8	15	0	237	40	4	18	22
9	15	0	238	40	4	11	22
10	15	0	238	40	4	11	22
11	15	0	239	20	2	12	20
12	15	0	240	40	4	10	22
13	15	0	240	40	4	10	22
14	15	0	241	20	2	5	20
15	15	0	242	40	4	9	22
16	15	0	242	40	4	9	22
17	15	0	243	40	4	17	22
18	15	0	243	40	4	17	22
19	15	0	244	20	2	20	20
20	15	0	245	20	2	5	20
21	15	0	246	20	2	8	20
22	15	0	248	20	2	13	20
0	16	0	247	40	4	5	22
1	16	0	247	40	4	5	22
2	16	0	249	40	4	4	22
3	16	0	249	40	4	4	22
4	16	0	250	40	4	20	22
5	16	0	250	40	4	20	22
6	16	0	251	20	2	9	20
7	16	0	252	40	4	22	22
8	16	0	252	40	4	22	22
9	16	0	253	20	2	1	20
10	16	0	254	40	4	17	22
11	16	0	254	40	4	17	22
12	16	0	255	40	4	21	22
13	16	0	255	40	4	21	22
14	16	0	256	20	2	7	20
15	16	0	257	20	2	17	20
16	16	0	258	20	2	6	20
17	16	0	259	20	2	0	20
18	16	0	260	20	2	10	20
19	16	0	261	20	2	0	20
20	16	0	262	40	4	7	22
21	16	0	262	40	4	7	22
22	16	0	263	20	2	15	20
0	17	0	264	20	2	7	20
1	17	0	265	40	4	3	22
2	17	0	265	40	4	3	22
3	17	0	266	40	4	15	22
4	17	0	266	40	4	15	22
5	17	0	267	20	2	7	20
6	17	0	268	40	4	22	22
7	17	0	268	40	4	22	22
8	17	0	269	20	2	20	20
9	17	0	270	20	2	14	20
10	17	0	271	20	2	14	20
11	17	0	272	40	4	2	22
12	17	0	272	40	4	2	22
13	17	0	273	40	4	17	22
14	17	0	273	40	4	17	22
15	17	0	274	20	2	18	20
16	17	0	275	40	4	16	22
17	17	0	275	40	4	16	22
18	17	0	276	20	2	7	20
19	17	0	277	40	4	17	22
20	17	0	277	40	4	17	22
21	17	0	278	20	2	13	20
22	17	0	280	20	2	15	20
0	18	0	279	40	4	1	22
1	18	0	279	40	4	1	22
2	18	0	281	40	4	17	22
3	18	0	281	40	4	17	22
4	18	0	282	20	2	3	20
5	18	0	283	20	2	16	20
6	18	0	284	40	4	11	22
7	18	0	284	40	4	11	22
8	18	0	285	20	2	5	20
9	18	0	286	40	4	10	22
10	18	0	286	40	4	10	22
11	18	0	287	40	4	19	22
12	18	0	287	40	4	19	22
13	18	0	288	40	4	5	22
14	18	0	288	40	4	5	22
15	18	0	289	20	2	8	20
16	18	0	290	20	2	12	20
17	18	0	291	40	4	0	22
18	18	0	291	40	4	0	22
19	18	0	292	20	2	18	20
20	18	0	293	40	4	20	22
21	18	0	293	40	4	20	22
22	18	0	296	20	2	13	20
0	19	0	294	40	4	5	22
1	19	0	294	40	4	5	22
2	19	0	295	40	4	14	22
3	19	0	295	40	4	14	22
4	19	0	297	20	2	1	20
5	19	0	298	40	4	10	22
6	19	0	298	40	4	10	22
7	19	0	299	40	4	8	22
8	19	0	299	40	4	8	22
9	19	0	300	40	4	14	22
10	19	0	300	40	4	14	22
11	19	0	301	40	4	17	22
12	19	0	301	40	4	17	22
13	19	0	302	40	4	18	22
14	19	0	302	40	4	18	22
15	19	0	303	40	4	15	22
16	19	0	303	40	4	15	22
17	19	0	304	20	2	7	20
18	19	0	305	20	2	19	20
19	19	0	306	20	2	18	20
20	19	0	307	20	2	16	20
21	19	0	308	20	2	3	20
22	19	0	309	20	2	5	20
0	20	0	310	40	4	0	22
1	20	0	310	40	4	0	22
2	20	0	311	40	4	1	22
3	20	0	311	40	4	1	22
4	20	0	312	20	2	10	20
5	20	0	313	40	4	15	22
6	20	0	313	40	4	15	22
7	20	0	314	20	2	10	20
8	20	0	315	20	2	1	20
9	20	0	316	20	2	19	20
10	20	0	317	20	2	0	20
11	20	0	318	20	2	16	20
12	20	0	319	20	2	19	20
13	20	0	320	20	2	14	20
14	20	0	321	20	2	2	20
15	20	0	322	20	2	15	20
16	20	0	323	40	4	4	22
17	20	0	323	40	4	4	22
18	20	0	324	40	4	5	22
19	20	0	324	40	4	5	22
20	20	0	325	40	4	14	22
21	20	0	325	40	4	14	22
22	20	0	328	20	2	9	20
0	21	0	326	40	4	12	22
1	21	0	326	40	4	12	22
2	21	0	327	40	4	20	22
3	21	0	327	40	4	20	22
4	21	0	329	20	2	18	20
5	21	0	330	20	2	9	20
6	21	0	331	40	4	13	22
7	21	0	331	40	4	13	22
8	21	0	332	20	2	3	20
9	21	0	333	20	2	8	20
10	21	0	334	40	4	14	22
11	21	0	334	40	4	14	22
12	21	0	335	40	4	0	22
13	21	0	335	40	4	0	22
14	21	0	336	40	4	9	22
15	21	0	336	40	4	9	22
16	21	0	337	20	2	17	20
17	21	0	338	20	2	17	20
18	21	0	339	40	4	17	22
19	21	0	339	40	4	17	22
20	21	0	340	40	4	11	22
21	21	0	340	40	4	11	22
22	21	0	341	20	2	8	20
0	0	1	342	20	2	6	20
1	0	1	343	20	2	14	20
2	0	1	344	20	2	18	20
3	0	1	345	40	4	17	22
4	0	1	345	40	4	17	22
5	0	1	346	20	2	8	20
6	0	1	347	20	2	17	20
7	0	1	348	20	2	6	20
8	0	1	349	40	4	8	22
9	0	1	349	40	4	8	22
10	0	1	350	20	2	15	20
11	0	1	351	40	4	10	22
12	0	1	351	40	4	10	22
13	0	1	352	40	4	13	22
14	0	1	352	40	4	13	22
15	0	1	353	20	2	8	20
16	0	1	354	20	2	2	20
17	0	1	355	20	2	5	20
18	0	1	356	40	4	12	22
19	0	1	356	40	4	12	22
20	0	1	357	20	2	17	20
21	0	1	358	20	2	16	20
22	0	1	359	20	2	6	20
0	1	1	360	20	2	15	20
1	1	1	361	40	4	1	22
2	1	1	361	40	4	1	22
3	1	1	362	40	4	17	22
4	1	1	362	40	4	17	22
5	1	1	363	40	4	10	22
6	1	1	363	40	4	10	22
7	1	1	364	40	4	12	22
8	1	1	364	40	4	12	22
9	1	1	365	40	4	22	22
10	1	1	365	40	4	22	22
11	1	1	366	20	2	4	20
12	1	1	367	20	2	14	20
13	1	1	368	20	2	1	20
14	1	1	369	40	4	7	22
15	1	1	369	40	4	7	22
16	1	1	370	40	4	22	22
17	1	1	370	40	4	22	22
18	1	1	371	40	4	11	22
19	1	1	371	40	4	11	22
20	1	1	372	40	4	16	22
21	1	1	372	40	4	16	22
22	1	1	373	20	2	4	20
0	2	1	374	40	4	20	22
1	2	1	374	40	4	20	22
2	2	1	375	20	2	20	20
3	2	1	376	20	2	13	20
4	2	1	377	20	2	13	20
5	2	1	378	20	2	9	20
6	2	1	379	20	2	7	20
7	2	1	380	40	4	10	22
8	2	1	380	40	4	10	22
9	2	1	381	20	2	20	20
10	2	1	382	40	4	0	22
11	2	1	382	40	4	0	22
12	2	1	383	40	4	8	22
13	2	1	383	40	4	8	22
14	2	1	384	20	2	17	20
15	2	1	385	20	2	5	20
16	2	1	386	40	4	11	22
17	2	1	386	40	4	11	22
18	2	1	387	20	2	8	20
19	2	1	388	20	2	20	20
20	2	1	389	20	2	2	20
21	2	1	390	20	2	9	20
22	2	1	392	20	2	15	20
0	3	1	391	40	4	4	22
1	3	1	391	40	4	4	22
2	3	1	393	20	2	13	20
3	3	1	394	20	2	14	20
4	3	1	395	40	4	9	22
5	3	1	395	40	4	9	22
6	3	1	396	40	4	1	22
7	3	1	396	40	4	1	22
8	3	1	397	20	2	1	20
9	3	1	398	40	4	15	22
10	3	1	398	40	4	15	22
11	3	1	399	40	4	20	22
12	3	1	399	40	4	20	22
13	3	1	400	20	2	20	20
14	3	1	401	20	2	0	20
15	3	1	402	20	2	19	20
16	3	1	403	40	4	8	22
17	3	1	403	40	4	8	22
18	3	1	404	20	2	13	20
19	3	1	405	20	2	4	20
20	3	1	406	40	4	1	22
21	3	1	406	40	4	1	22
22	3	1	408	20	2	2	20
0	4	1	407	40	4	20	22
1	4	1	407	40	4	20	22
2	4	1	409	40	4	19	22
3	4	1	409	40	4	19	22
4	4	1	410	40	4	19	22
5	4	1	410	40	4	19	22
6	4	1	411	40	4	14	22
7	4	1	411	40	4	14	22
8	4	1	412	20	2	15	20
9	4	1	413	40	4	14	22
10	4	1	413	40	4	14	22
11	4	1	414	40	4	15	22
12	4	1	414	40	4	15	22
13	4	1	415	20	2	3	20
14	4	1	416	40	4	22	22
15	4	1	416	40	4	22	22
16	4	1	417	20	2	0	20
17	4	1	418	40	4	0	22
18	4	1	418	40	4	0	22
19	4	1	419	20	2	14	20
20	4	1	420	40	4	13	22
21	4	1	420	40	4	13	22
22	4	1	423	20	2	1	20
0	5	1	421	40	4	8	22
1	5	1	421	40	4	8	22
2	5	1	422	40	4	11	22
3	5	1	422	40	4	11	22
4	5	1	424	20	2	3	20
5	5	1	425	40	4	19	22
6	5	1	425	40	4	19	22
7	5	1	426	20	2	20	20
8	5	1	427	40	4	7	22
9	5	1	427	40	4	7	22
10	5	1	428	40	4	6	22
11	5	1	428	40	4	6	22
12	5	1	429	20	2	8	20
13	5	1	430	20	2	8	20
14	5	1	431	40	4	19	22
15	5	1	431	40	4	19	22
16	5	1	432	40	4	14	22
17	5	1	432	40	4	14	22
18	5	1	433	40	4	19	22
19	5	1	433	40	4	19	22
20	5	1	434	40	4	14	22
21	5	1	434	40	4	14	22
22	5	1	438	20	2	17	20
0	6	1	435	40	4	15	22
1	6	1	435	40	4	15	22
2	6	1	436	40	4	16	22
3	6	1	436	40	4	16	22
4	6	1	437	40	4	15	22
5	6	1	437	40	4	15	22
6	6	1	439	40	4	19	22
7	6	1	439	40	4	19	22
8	6	1	440	20	2	0	20
9	6	1	441	20	2	20	20
10	6	1	442	40	4	4	22
11	6	1	442	40	4	4	22
12	6	1	443	20	2	12	20
13	6	1	444	40	4	12	22
14	6	1	444	40	4	12	22
15	6	1	445	20	2	9	20
16	6	1	446	40	4	4	22
17	6	1	446	40	4	4	22
18	6	1	447	40	4	4	22
19	6	1	447	40	4	4	22
20	6	1	448	20	2	2	20
21	6	1	449	20	2	9	20
22	6	1	450	20	2	9	20
0	7	1	451	40	4	3	22
1	7	1	451	40	4	3	22
2	7	1	452	40	4	6	22
3	7	1	452	40	4	6	22
4	7	1	453	20	2	1	20
5	7	1	454	20	2	18	20
6	7	1	455	20	2	18	20
7	7	1	456	40	4	22	22
8	7	1	456	40	4	22	22
9	7	1	457	40	4	7	22
10	7	1	457	40	4	7	22
11	7	1	458	20	2	7	20
12	7	1	459	20	2	7	20
13	7	1	460	40	4	11	22
14	7	1	460	40	4	11	22
15	7	1	461	40	4	12	22
16	7	1	461	40	4	12	22
17	7	1	462	40	4	8	22
18	7	1	462	40	4	8	22
19	7	1	463	20	2	5	20
20	7	1	464	20	2	2	20
21	7	1	465	40	4	7	22
22	7	1	465	40	4	7	22
0	8	1	466	40	4	16	22
1	8	1	466	40	4	16	22
2	8	1	467	20	2	3	20
3	8	1	468	40	4	8	22
4	8	1	468	40	4	8	22
5	8	1	469	40	4	19	22
6	8	1	469	40	4	19	22
7	8	1	470	40	4	18	22
8	8	1	470	40	4	18	22
9	8	1	471	40	4	2	22
10	8	1	471	40	4	2	22
11	8	1	472	40	4	19	22
12	8	1	472	40	4	19	22
13	8	1	473	40	4	8	22
14	8	1	473	40	4	8	22
15	8	1	474	40	4	18	22
16	8	1	474	40	4	18	22
17	8	1	475	40	4	21	22
18	8	1	475	40	4	21	22
19	8	1	476	40	4	12	22
20	8	1	476	40	4	12	22
21	8	1	477	20	2	20	20
22	8	1	478	20	2	2	20
0	9	1	479	20	2	15	20
1	9	1	480	40	4	20	22
2	9	1	480	40	4	20	22
3	9	1	481	20	2	10	20
4	9	1	482	40	4	5	22
5	9	1	482	40	4	5	22
6	9	1	483	20	2	17	20
7	9	1	484	40	4	0	22
8	9	1	484	40	4	0	22
9	9	1	485	20	2	14	20
10	9	1	486	20	2	11	20
11	9	1	487	20	2	10	20
12	9	1	488	40	4	1	22
13	9	1	488	40	4	1	22
14	9	1	489	40	4	11	22
15	9	1	489	40	4	11	22
16	9	1	490	40	4	8	22
17	9	1	490	40	4	8	22
18	9	1	491	40	4	4	22
19	9	1	491	40	4	4	22
20	9	1	492	40	4	6	22
21	9	1	492	40	4	6	22
22	9	1	494	20	2	5	20
0	10	1	493	40	4	18	22
1	10	1	493	40	4	18	22
2	10	1	495	20	2	14	20
3	10	1	496	40	4	20	22
4	10	1	496	40	4	20	22
5	10	1	497	40	4	11	22
6	10	1	497	40	4	11	22
7	10	1	498	20	2	1	20
8	10	1	499	40	4	5	22
9	10	1	499	40	4	5	22
10	10	1	500	40	4	10	22
11	10	1	500	40	4	10	22
12	10	1	501	20	2	15	20
13	10	1	502	20	2	12	20
14	10	1	503	40	4	17	22
15	10	1	503	40	4	17	22
16	10	1	504	20	2	13	20
17	10	1	505	40	4	3	22
18	10	1	505	40	4	3	22
19	10	1	506	20	2	16	20
20	10	1	507	40	4	3	22
21	10	1	507	40	4	3	22
22	10	1	509	20	2	16	20
0	11	1	508	40	4	16	22
1	11	1	508	40	4	16	22
2	11	1	510	20	2	13	20
3	11	1	511	20	2	16	20
4	11	1	512	20	2	15	20
5	11	1	513	20	2	19	20
6	11	1	514	40	4	12	22
7	11	1	514	40	4	12	22
8	11	1	515	40	4	0	22
9	11	1	515	40	4	0	22
10	11	1	516	40	4	14	22
11	11	1	516	40	4	14	22
12	11	1	517	40	4	6	22
13	11	1	517	40	4	6	22
14	11	1	518	40	4	1	22
15	11	1	518	40	4	1	22
16	11	1	519	20	2	8	20
17	11	1	520	40	4	2	22
18	11	1	520	40	4	2	22
19	11	1	521	40	4	11	22
20	11	1	521	40	4	11	22
21	11	1	522	20	2	19	20
22	11	1	524	20	2	3	20
0	12	1	523	40	4	22	22
1	12	1	523	40	4	22	22
2	12	1	525	40	4	3	22
3	12	1	525	40	4	3	22
4	12	1	526	40	4	7	22
5	12	1	526	40	4	7	22
6	12	1	527	40	4	19	22
7	12	1	527	40	4	19	22
8	12	1	528	20	2	16	20
9	12	1	529	40	4	10	22
10	12	1	529	40	4	10	22
11	12	1	530	20	2	9	20
12	12	1	531	40	4	0	22
13	12	1	531	40	4	0	22
14	12	1	532	20	2	20	20
15	12	1	533	20	2	14	20
16	12	1	534	40	4	18	22
17	12	1	534	40	4	18	22
18	12	1	535	40	4	15	22
19	12	1	535	40	4	15	22
20	12	1	536	40	4	7	22
21	12	1	536	40	4	7	22
22	12	1	537	20	2	18	20
0	13	1	538	20	2	2	20
1	13	1	539	20	2	11	20
2	13	1	540	40	4	15	22
3	13	1	540	40	4	15	22
4	13	1	541	20	2	8	20
5	13	1	542	40	4	18	22
6	13	1	542	40	4	18	22
7	13	1	543	40	4	14	22
8	13	1	543	40	4	14	22
9	13	1	544	20	2	9	20
10	13	1	545	20	2	1	20
11	13	1	546	20	2	6	20
12	13	1	547	20	2	20	20
13	13	1	548	40	4	13	22
14	13	1	548	40	4	13	22
15	13	1	549	20	2	20	20
16	13	1	550	40	4	10	22
17	13	1	550	40	4	10	22
18	13	1	551	40	4	0	22
19	13	1	551	40	4	0	22
20	13	1	552	20	2	3	20
21	13	1	553	20	2	10	20
22	13	1	555	20	2	6	20
0	14	1	554	40	4	14	22
1	14	1	554	40	4	14	22
2	14	1	556	20	2	11	20
3	14	1	557	20	2	4	20
4	14	1	558	40	4	10	22
5	14	1	558	40	4	10	22
6	14	1	559	40	4	11	22
7	14	1	559	40	4	11	22
8	14	1	560	20	2	10	20
9	14	1	561	20	2	13	20
10	14	1	562	20	2	14	20
11	14	1	563	40	4	11	22
12	14	1	563	40	4	11	22
13	14	1	564	40	4	18	22
14	14	1	564	40	4	18	22
15	14	1	565	40	4	15	22
16	14	1	565	40	4	15	22
17	14	1	566	20	2	13	20
18	14	1	567	20	2	2	20
19	14	1	568	20	2	2	20
20	14	1	569	40	4	11	22
21	14	1	569	40	4	11	22
22	14	1	570	20	2	13	20
0	15	1	571	40	4	19	22
1	15	1	571	40	4	19	22
2	15	1	572	20	2	14	20
3	15	1	573	20	2	15	20
4	15	1	574	40	4	2	22
5	15	1	574	40	4	2	22
6	15	1	575	40	4	9	22
7	15	1	575	40	4	9	22
8	15	1	576	20	2	2	20
9	15	1	577	20	2	19	20
10	15	1	578	20	2	0	20
11	15	1	579	40	4	10	22
12	15	1	579	40	4	10	22
13	15	1	580	20	2	2	20
14	15	1	581	40	4	14	22
15	15	1	581	40	4	14	22
16	15	1	582	40	4	16	22
17	15	1	582	40	4	16	22
