4267	20	2	10	12	20
4274	20	2	19	21	20
0007	20	2	19	21	20
0016	20	2	11	13	20
3566	20	2	12	14	20
3567	20	2	17	19	20
4159	20	2	17	19	20
4173	20	2	13	15	20
4406	20	2	8	10	20
4407	20	2	20	22	20
1413	20	2	13	15	20
1420	20	2	16	18	20
4443	20	2	13	15	20
4469	20	2	17	19	20
1166	20	2	11	13	20
1167	20	2	20	22	20
4516	20	2	20	22	20
4517	20	2	10	12	20
4187	20	2	17	19	20
4188	20	2	14	16	20
2697	20	2	12	14	20
2698	20	2	16	18	20
3502	20	2	17	19	20
3503	20	2	13	15	20
4486	20	2	15	17	20
4496	20	2	15	17	20
4719	20	2	20	22	20
4734	20	2	11	13	20
1873	20	2	19	21	20
1874	20	2	11	13	20
2124	20	2	16	18	20
2171	20	2	15	17	20
3651	20	2	20	22	20
3661	20	2	9	11	20
0221	20	2	17	19	20
0222	20	2	13	15	20
3451	20	2	17	19	20
3452	20	2	13	15	20
0253	20	2	17	19	20
0254	20	2	15	17	20
3600	20	2	20	22	20
3613	20	2	10	12	20
0169	20	2	13	15	20
0170	20	2	18	20	20
2223	20	2	18	20	20
2224	20	2	11	13	20
4923	20	2	19	21	20
4924	20	2	11	13	20
3090	20	2	15	17	20
3091	20	2	15	17	20
2922	20	2	10	12	20
2955	20	2	20	22	20
0203	20	2	19	21	20
0215	20	2	13	15	20
2907	20	2	20	22	20
2908	20	2	11	13	20
4897	20	2	13	15	20
4898	20	2	16	18	20
4893	20	2	10	12	20
4901	20	2	20	22	20
0968	20	2	20	22	20
0982	20	2	11	13	20
3347	20	2	15	17	20
3350	20	2	16	18	20
1115	20	2	15	17	20
1116	20	2	17	19	20
1782	20	2	19	21	20
1783	20	2	13	15	20
4309	20	2	17	19	20
4310	20	2	13	15	20
4821	20	2	14	16	20
4859	20	2	16	18	20
2615	20	2	12	14	20
2624	20	2	19	21	20
3922	20	2	14	16	20
3933	20	2	18	20	20
0388	20	2	15	17	20
0401	20	2	18	20	20
3677	20	2	18	20	20
3678	20	2	14	16	20
4346	20	2	20	22	20
4370	20	2	10	12	20
3907	20	2	13	15	20
3917	20	2	17	19	20
0360	20	2	13	15	20
0361	20	2	19	21	20
3318	20	2	19	21	20
3319	20	2	13	15	20
1790	20	2	20	22	20
1801	20	2	13	15	20
3592	20	2	12	14	20
3621	20	2	20	22	20
4581	20	2	16	18	20
4590	20	2	15	17	20
3073	20	2	12	14	20
3074	20	2	18	20	20
4011	20	2	18	20	20
4020	20	2	14	16	20
2355	20	2	16	18	20
2356	20	2	17	19	20
4644	20	2	20	22	20
4645	20	2	13	15	20
1691	20	2	13	15	20
1692	20	2	19	21	20
3598	20	2	20	22	20
3619	20	2	11	13	20
2717	20	2	19	21	20
2718	20	2	12	14	20
3193	20	2	17	19	20
3194	20	2	15	17	20
4819	20	2	19	21	20
4826	20	2	14	16	20
0958	20	2	19	21	20
0970	20	2	14	16	20
4726	20	2	16	18	20
4733	20	2	15	17	20
4372	20	2	14	16	20
4373	20	2	19	21	20
0790	20	2	20	22	20
0797	20	2	11	13	20
1415	20	2	16	18	20
1416	20	2	17	19	20
4125	20	2	20	22	20
4150	20	2	14	16	20
4448	20	2	18	20	20
4455	20	2	15	17	20
4151	20	2	19	21	20
4152	20	2	13	15	20
3563	20	2	16	18	20
3564	20	2	17	19	20
2383	20	2	19	21	20
2398	20	2	13	15	20
2210	20	2	18	20	20
2211	20	2	15	17	20
2560	20	2	19	21	20
2561	20	2	15	17	20
3083	20	2	17	19	20
3084	20	2	17	19	20
4070	20	2	12	14	20
4075	20	2	20	22	20
2112	20	2	19	21	20
2113	20	2	14	16	20
2176	20	2	19	21	20
2179	20	2	13	15	20
4123	20	2	13	15	20
4128	20	2	20	22	20
3642	20	2	17	19	20
3643	20	2	17	19	20
3156	20	2	20	22	20
3157	20	2	13	15	20
1182	20	2	15	17	20
1215	20	2	19	21	20
0433	20	2	17	19	20
0443	20	2	17	19	20
3617	20	2	20	22	20
3618	20	2	12	14	20
0995	20	2	19	21	20
1000	20	2	14	16	20
1338	20	2	15	17	20
1367	20	2	20	22	20
4421	20	2	13	15	20
4433	20	2	20	22	20
3291	20	2	18	20	20
3312	20	2	17	19	20
2964	20	2	19	21	20
2973	20	2	15	17	20
3998	20	2	16	18	20
3999	20	2	16	18	20
1526	20	2	14	16	20
1527	20	2	20	22	20
2009	20	2	17	19	20
2021	20	2	18	20	20
2582	20	2	16	18	20
2583	20	2	18	20	20
0857	20	2	17	19	20
0858	20	2	18	20	20
0624	20	2	18	20	20
0638	20	2	15	17	20
1742	20	2	17	19	20
1743	20	2	18	20	20
3708	20	2	16	18	20
3709	20	2	18	20	20
0747	20	2	14	16	20
0748	20	2	20	22	20
3444	20	2	15	17	20
3445	20	2	20	22	20
0085	20	2	13	15	20
0086	20	2	20	22	20
0275	20	2	17	19	20
0276	20	2	18	20	20
0894	20	2	16	18	20
0895	20	2	19	21	20
3739	20	2	16	18	20
3740	20	2	18	20	20
2160	20	2	14	16	20
2188	20	2	20	22	20
4649	20	2	16	18	20
4650	20	2	19	21	20
4067	20	2	14	16	20
4068	20	2	19	21	20
2379	20	2	15	17	20
2392	20	2	20	22	20
1405	20	2	15	17	20
1406	20	2	20	22	20
3363	20	2	19	21	20
3374	20	2	15	17	20
2041	20	2	15	17	20
2052	20	2	19	21	20
0717	20	2	15	17	20
0726	20	2	20	22	20
4708	20	2	16	18	20
4736	20	2	18	20	20
4536	20	2	17	19	20
4558	20	2	18	20	20
4502	20	2	19	21	20
4512	20	2	16	18	20
0449	20	2	16	18	20
0453	20	2	19	21	20
4488	20	2	16	18	20
4510	20	2	20	22	20
0652	20	2	19	21	20
0653	20	2	15	17	20
4440	20	2	15	17	20
4462	20	2	20	22	20
2460	20	2	17	19	20
2461	20	2	19	21	20
1462	20	2	20	22	20
1475	20	2	16	18	20
1584	20	2	17	19	20
1585	20	2	18	20	20
4938	20	2	14	16	20
4951	20	2	20	22	20
3225	20	2	20	22	20
3226	20	2	17	19	20
2742	20	2	19	21	20
2743	20	2	17	19	20
3000	20	2	16	18	20
3001	20	2	20	22	20
3068	20	2	20	22	20
3079	20	2	16	18	20
2641	20	2	17	19	20
2672	20	2	19	21	20
1896	20	2	20	22	20
1907	20	2	14	16	20
0218	20	2	18	20	20
0219	20	2	18	20	20
1998	20	2	20	22	20
2017	20	2	17	19	20
0771	20	2	17	19	20
0772	20	2	20	22	20
1825	20	2	17	19	20
1826	20	2	19	21	20
1109	20	2	20	22	20
1110	20	2	16	18	20
0844	20	2	19	21	20
0845	20	2	15	17	20
0107	20	2	18	20	20
0195	20	2	18	20	20
3630	20	2	18	20	20
3631	20	2	19	21	20
3203	20	2	20	22	20
3221	20	2	18	20	20
1524	20	2	20	22	20
1540	20	2	18	20	20
3811	20	2	20	22	20
3874	20	2	16	18	20
2784	20	2	20	22	20
2785	20	2	15	17	20
2137	20	2	19	21	20
2138	20	2	17	19	20
4665	20	2	19	21	20
4666	20	2	19	21	20
0172	20	2	19	21	20
0173	20	2	19	21	20
2022	20	2	20	22	20
2043	20	2	19	21	20
4562	20	2	18	20	20
4563	20	2	20	22	20
3372	20	2	18	20	20
3373	20	2	17	19	20
1946	20	2	20	22	20
1968	20	2	18	20	20
3545	20	2	19	21	20
3546	20	2	19	21	20
0141	20	2	19	21	20
0142	20	2	19	21	20
3856	20	2	20	22	20
3857	20	2	19	21	20
4831	20	2	20	22	20
4852	20	2	19	21	20
3117	20	2	17	19	20
3118	20	2	19	21	20
0832	20	2	19	21	20
0854	20	2	20	22	20
3415	20	2	19	21	20
3416	20	2	20	22	20
1381	20	2	20	22	20
1387	20	2	20	22	20
3737	20	2	19	21	20
3750	20	2	20	22	20
4142	20	2	20	22	20
4143	20	2	20	22	20
4032	20	2	20	22	20
4044	20	2	0	2	20
4788	20	2	19	21	20
4795	20	2	20	22	20
0752	20	2	20	22	20
0768	20	2	20	22	20
1849	40	4	21	25	22
4193	20	2	10	12	20
4203	20	2	11	13	20
4611	40	4	21	25	22
3580	20	2	20	22	20
3605	20	2	20	22	20
1073	20	2	20	22	20
1074	20	2	20	22	20
3500	20	2	1	3	20
3512	20	2	17	19	20
2092	40	4	21	25	22
2397	40	4	21	25	22
4925	20	2	12	14	20
4940	20	2	8	10	20
0456	20	2	13	15	20
0466	20	2	6	8	20
3764	20	2	18	20	20
3792	20	2	4	6	20
0117	40	4	19	23	22
2173	40	4	22	26	22
0990	40	4	20	24	22
4642	40	4	20	24	22
4542	40	4	22	26	22
0625	40	4	22	26	22
2166	40	4	21	25	22
0788	20	2	1	3	20
0789	20	2	16	18	20
2494	40	4	22	26	22
2663	20	2	4	6	20
2671	20	2	16	18	20
4047	20	2	6	8	20
4059	20	2	15	17	20
0267	20	2	10	12	20
0277	20	2	12	14	20
0286	40	4	22	26	22
4936	40	4	22	26	22
3150	40	4	21	25	22
0365	40	4	21	25	22
1483	40	4	20	24	22
3290	40	4	22	26	22
2299	20	2	15	17	20
2311	20	2	5	7	20
2172	40	4	21	25	22
3463	20	2	14	16	20
3477	20	2	7	9	20
1100	40	4	21	25	22
2101	40	4	22	26	22
2548	40	4	22	26	22
1733	40	4	22	26	22
3516	20	2	12	14	20
3517	20	2	10	12	20
0259	40	4	22	26	22
1928	40	4	22	26	22
3357	20	2	19	21	20
3358	20	2	4	6	20
4182	20	2	18	20	20
4183	20	2	5	7	20
3300	40	4	22	26	22
3344	40	4	19	23	22
2422	20	2	10	12	20
2430	20	2	8	10	20
2170	40	4	22	26	22
2386	20	2	18	20	20
2395	20	2	5	7	20
1740	40	4	22	26	22
2592	20	2	17	19	20
2610	20	2	5	7	20
1566	40	4	22	26	22
1758	40	4	21	25	22
4983	20	2	9	11	20
4991	20	2	14	16	20
3891	20	2	8	10	20
3892	20	2	15	17	20
0571	40	4	22	26	22
3705	20	2	11	13	20
3706	20	2	11	13	20
0155	40	4	22	26	22
2809	40	4	22	26	22
4491	40	4	21	25	22
2807	20	2	15	17	20
2818	20	2	9	11	20
2995	40	4	22	26	22
4552	40	4	20	24	22
3108	40	4	21	25	22
1925	40	4	21	25	22
1133	20	2	8	10	20
1143	20	2	14	16	20
0139	40	4	22	26	22
3784	20	2	15	17	20
3819	20	2	10	12	20
2425	40	4	22	26	22
0477	40	4	21	25	22
3169	20	2	14	16	20
3170	20	2	9	11	20
2776	20	2	19	21	20
2777	20	2	4	6	20
3711	20	2	2	4	20
3714	20	2	19	21	20
2533	40	4	20	24	22
3199	40	4	22	26	22
4698	20	2	20	22	20
4699	20	2	1	3	20
3014	20	2	5	7	20
3031	20	2	18	20	20
0301	20	2	10	12	20
0302	20	2	13	15	20
0875	20	2	18	20	20
0876	20	2	4	6	20
1838	20	2	15	17	20
1839	20	2	9	11	20
3693	20	2	15	17	20
3694	20	2	10	12	20
0486	40	4	21	25	22
4359	20	2	19	21	20
4369	20	2	4	6	20
3644	20	2	17	19	20
3645	20	2	7	9	20
2119	40	4	22	26	22
3995	20	2	13	15	20
4013	20	2	11	13	20
0315	20	2	9	11	20
0323	20	2	16	18	20
1008	40	4	22	26	22
3323	20	2	7	9	20
3324	20	2	18	20	20
2838	20	2	15	17	20
2879	20	2	8	10	20
0960	20	2	8	10	20
0972	20	2	12	14	20
3571	20	2	6	8	20
3572	20	2	20	22	20
2489	40	4	20	24	22
0765	40	4	22	26	22
0424	20	2	5	7	20
0425	20	2	15	17	20
1086	20	2	11	13	20
1087	20	2	12	14	20
4627	20	2	18	20	20
4628	20	2	7	9	20
2307	20	2	14	16	20
2308	20	2	8	10	20
2424	20	2	20	22	20
2445	20	2	3	5	20
4009	20	2	15	17	20
4010	20	2	11	13	20
4806	20	2	19	21	20
4807	20	2	6	8	20
0847	40	4	22	26	22
3024	20	2	7	9	20
3027	20	2	18	20	20
4682	20	2	14	16	20
4692	20	2	9	11	20
4089	20	2	6	8	20
4090	20	2	20	22	20
3321	20	2	9	11	20
3322	20	2	16	18	20
3596	20	2	9	11	20
3616	20	2	16	18	20
0504	20	2	13	15	20
0523	20	2	12	14	20
0861	20	2	12	14	20
0862	20	2	12	14	20
4427	40	4	22	26	22
1655	20	2	10	12	20
1656	20	2	16	18	20
0080	40	4	21	25	22
1082	20	2	4	6	20
1099	20	2	20	22	20
0187	20	2	13	15	20
0188	20	2	13	15	20
1582	20	2	9	11	20
1595	20	2	15	17	20
1666	20	2	9	11	20
1672	20	2	16	18	20
3213	20	2	11	13	20
3214	20	2	13	15	20
2745	20	2	4	6	20
2754	20	2	18	20	20
2830	20	2	16	18	20
2831	20	2	8	10	20
2676	20	2	20	22	20
2677	20	2	3	5	20
3858	20	2	10	12	20
3866	20	2	13	15	20
0180	40	4	22	26	22
4565	20	2	20	22	20
4566	20	2	7	9	20
3205	20	2	18	20	20
3215	20	2	8	10	20
0321	20	2	3	5	20
0322	20	2	20	22	20
2012	40	4	22	26	22
1533	20	2	19	21	20
1534	20	2	5	7	20
3717	20	2	13	15	20
3720	20	2	13	15	20
4204	20	2	16	18	20
4205	20	2	10	12	20
0110	20	2	17	19	20
0111	20	2	9	11	20
0572	20	2	13	15	20
0573	20	2	11	13	20
1679	40	4	22	26	22
0526	40	4	19	23	22
0601	40	4	21	25	22
3582	20	2	19	21	20
3583	20	2	7	9	20
1669	40	4	21	25	22
3365	20	2	5	7	20
3366	20	2	20	22	20
1323	20	2	13	15	20
1343	20	2	13	15	20
1923	20	2	7	9	20
1924	20	2	20	22	20
3648	20	2	14	16	20
3653	20	2	14	16	20
2930	40	4	22	26	22
1141	20	2	5	7	20
1142	20	2	20	22	20
3777	20	2	14	16	20
3814	20	2	13	15	20
2313	20	2	10	12	20
2314	20	2	13	15	20
0399	20	2	9	11	20
0444	20	2	14	16	20
4112	20	2	19	21	20
4113	20	2	2	4	20
0519	40	4	22	26	22
0272	20	2	20	22	20
0273	20	2	8	10	20
0011	40	4	22	26	22
2214	20	2	9	11	20
2233	20	2	16	18	20
3800	20	2	6	8	20
3821	20	2	20	22	20
2700	20	2	10	12	20
2704	20	2	13	15	20
0409	20	2	12	14	20
0410	20	2	14	16	20
2936	20	2	6	8	20
2943	20	2	17	19	20
0228	20	2	13	15	20
0229	20	2	15	17	20
3506	20	2	9	11	20
3507	20	2	14	16	20
1603	40	4	22	26	22
0233	40	4	20	24	22
0598	20	2	19	21	20
0599	20	2	8	10	20
1092	20	2	11	13	20
1104	20	2	14	16	20
1700	20	2	11	13	20
1749	20	2	11	13	20
3664	20	2	10	12	20
3665	20	2	19	21	20
0814	20	2	16	18	20
0831	20	2	9	11	20
4444	40	4	22	26	22
0108	40	4	22	26	22
4056	20	2	6	8	20
4057	20	2	17	19	20
4072	20	2	9	11	20
4081	20	2	16	18	20
1846	20	2	15	17	20
1853	20	2	12	14	20
1228	20	2	17	19	20
1229	20	2	6	8	20
2263	20	2	3	5	20
2264	20	2	19	21	20
1677	20	2	9	11	20
1683	20	2	17	19	20
3453	20	2	18	20	20
3454	20	2	9	11	20
1261	20	2	16	18	20
1262	20	2	0	2	20
2621	40	4	20	24	22
1359	20	2	9	11	20
1364	20	2	19	21	20
1792	20	2	16	18	20
1793	20	2	9	11	20
1511	20	2	14	16	20
1512	20	2	14	16	20
2898	20	2	11	13	20
2919	20	2	15	17	20
3910	20	2	20	22	20
3962	20	2	8	10	20
3385	20	2	20	22	20
3386	20	2	7	9	20
4786	20	2	19	21	20
4787	20	2	11	13	20
0846	40	4	22	26	22
4232	20	2	10	12	20
4233	20	2	17	19	20
0978	40	4	17	21	22
1755	20	2	13	15	20
1756	20	2	13	15	20
0581	20	2	10	12	20
0582	20	2	13	15	20
2244	20	2	10	12	20
2259	20	2	18	20	20
3158	20	2	19	21	20
3165	20	2	6	8	20
1135	20	2	8	10	20
1136	20	2	14	16	20
4929	20	2	12	14	20
4930	20	2	15	17	20
3531	20	2	14	16	20
3532	20	2	12	14	20
0243	20	2	3	5	20
0244	20	2	20	22	20
4007	20	2	20	22	20
4008	20	2	4	6	20
0236	20	2	13	15	20
0237	20	2	15	17	20
0849	20	2	16	18	20
0850	20	2	12	14	20
1297	20	2	13	15	20
1307	20	2	17	19	20
3748	20	2	9	11	20
3749	20	2	19	21	20
1686	20	2	13	15	20
1687	20	2	14	16	20
0813	40	4	17	21	22
2286	20	2	15	17	20
2290	20	2	13	15	20
3232	20	2	7	9	20
3233	20	2	17	19	20
2029	20	2	19	21	20
2038	20	2	8	10	20
0247	20	2	4	6	20
0266	20	2	20	22	20
2202	20	2	11	13	20
2216	20	2	14	16	20
2814	20	2	20	22	20
2815	20	2	9	11	20
1616	40	4	19	23	22
0680	20	2	17	19	20
0692	20	2	12	14	20
2630	20	2	14	16	20
2631	20	2	17	19	20
0885	20	2	18	20	20
0903	20	2	10	12	20
3668	20	2	12	14	20
3686	20	2	10	12	20
3131	20	2	18	20	20
3132	20	2	9	11	20
1395	20	2	3	5	20
1402	20	2	19	21	20
1034	20	2	12	14	20
1035	20	2	12	14	20
0611	40	4	19	23	22
0640	20	2	19	21	20
0648	20	2	8	10	20
0196	20	2	18	20	20
0205	20	2	9	11	20
3329	20	2	18	20	20
3349	20	2	11	13	20
0441	20	2	12	14	20
0442	20	2	13	15	20
2929	20	2	14	16	20
2942	20	2	14	16	20
3379	20	2	10	12	20
3389	20	2	18	20	20
2714	20	2	13	15	20
2715	20	2	17	19	20
1980	20	2	9	11	20
1989	20	2	19	21	20
3860	20	2	0	2	20
3871	20	2	17	19	20
2150	20	2	13	15	20
2151	20	2	16	18	20
0720	20	2	11	13	20
0721	20	2	20	22	20
4434	20	2	14	16	20
4435	20	2	15	17	20
4613	20	2	19	21	20
4614	20	2	13	15	20
0590	20	2	17	19	20
0610	20	2	14	16	20
0921	40	4	19	23	22
0201	20	2	12	14	20
0202	20	2	16	18	20
3331	20	2	11	13	20
3332	20	2	9	11	20
3070	20	2	8	10	20
3078	20	2	11	13	20
1917	20	2	11	13	20
1948	20	2	18	20	20
0312	20	2	13	15	20
0313	20	2	17	19	20
3399	20	2	15	17	20
3418	20	2	17	19	20
4772	20	2	11	13	20
4773	20	2	19	21	20
1492	20	2	12	14	20
1493	20	2	13	15	20
2185	20	2	19	21	20
2186	20	2	6	8	20
4713	20	2	10	12	20
4714	20	2	18	20	20
4553	20	2	11	13	20
4564	20	2	20	22	20
0878	20	2	18	20	20
0879	20	2	13	15	20
2167	20	2	12	14	20
2168	20	2	17	19	20
3504	40	4	19	23	22
4817	20	2	13	15	20
4825	20	2	19	21	20
0366	20	2	15	17	20
0367	20	2	15	17	20
1450	20	2	13	15	20
1451	20	2	19	21	20
1815	20	2	16	18	20
1819	20	2	13	15	20
3094	20	2	11	13	20
3106	20	2	20	22	20
4337	20	2	15	17	20
4345	20	2	17	19	20
1612	20	2	17	19	20
1624	20	2	3	5	20
4276	20	2	14	16	20
4279	20	2	17	19	20
0324	20	2	14	16	20
0354	20	2	17	19	20
4086	20	2	19	21	20
4099	20	2	11	13	20
1350	20	2	7	9	20
1361	20	2	13	15	20
2911	20	2	14	16	20
2912	20	2	16	18	20
3246	20	2	10	12	20
3249	20	2	20	22	20
3695	20	2	19	21	20
3715	20	2	13	15	20
0678	20	2	16	18	20
0682	20	2	10	12	20
4573	20	2	15	17	20
4574	20	2	16	18	20
2334	20	2	12	14	20
2335	20	2	19	21	20
1574	20	2	9	11	20
1581	20	2	10	12	20
0488	20	2	0	2	20
0493	20	2	19	21	20
0307	20	2	16	18	20
0308	20	2	16	18	20
0144	20	2	17	19	20
0148	20	2	15	17	20
0050	20	2	9	11	20
0051	20	2	17	19	20
1189	40	4	20	24	22
1337	40	4	20	24	22
4970	20	2	14	16	20
4971	20	2	16	18	20
0402	20	2	16	18	20
0403	20	2	16	18	20
0412	20	2	9	11	20
0439	20	2	9	11	20
3395	20	2	6	8	20
3396	20	2	12	14	20
3413	20	2	18	20	20
3422	20	2	15	17	20
1567	40	4	21	25	22
3523	40	4	18	22	22
1477	40	4	18	22	22
4621	40	4	21	25	22
4850	20	2	19	21	20
4856	20	2	15	17	20
1872	40	4	20	24	22
0980	40	4	21	25	22
3195	20	2	12	14	20
3196	20	2	19	21	20
0377	20	2	15	17	20
0378	20	2	17	19	20
0868	20	2	12	14	20
0869	20	2	19	21	20
4625	40	4	21	25	22
0423	40	4	21	25	22
0820	40	4	21	25	22
4830	40	4	19	23	22
4958	20	2	16	18	20
4978	20	2	17	19	20
2002	20	2	8	10	20
2003	20	2	13	15	20
0654	20	2	5	7	20
0655	20	2	15	17	20
1095	40	4	17	21	22
0559	20	2	13	15	20
0560	20	2	18	20	20
0569	20	2	14	16	20
0600	20	2	19	21	20
1216	20	2	3	5	20
1217	20	2	18	20	20
2163	40	4	19	23	22
3049	40	4	20	24	22
0152	40	4	17	21	22
0069	40	4	19	23	22
2856	20	2	9	11	20
2859	20	2	20	22	20
0901	20	2	17	19	20
0902	20	2	2	4	20
4974	20	2	19	21	20
4980	20	2	2	4	20
1950	40	4	21	25	22
0719	40	4	21	25	22
2505	40	4	19	23	22
0534	40	4	21	25	22
3685	40	4	20	24	22
4083	20	2	17	19	20
4127	20	2	18	20	20
3518	20	2	10	12	20
3526	20	2	12	14	20
2238	40	4	22	26	22
0710	40	4	20	24	22
1439	20	2	7	9	20
1440	20	2	12	14	20
4770	20	2	5	7	20
4771	20	2	17	19	20
1863	40	4	21	25	22
1393	20	2	18	20	20
1399	20	2	0	2	20
1715	40	4	19	23	22
2739	40	4	21	25	22
3430	20	2	0	2	20
3437	20	2	20	22	20
4579	40	4	21	25	22
1002	20	2	4	6	20
1024	20	2	16	18	20
0744	40	4	21	25	22
2508	40	4	21	25	22
4244	20	2	3	5	20
4248	20	2	19	21	20
2728	20	2	4	6	20
2737	20	2	18	20	20
3352	20	2	8	10	20
3353	20	2	14	16	20
0568	40	4	22	26	22
4025	20	2	20	22	20
4036	20	2	2	4	20
3265	20	2	17	19	20
3270	20	2	4	6	20
3178	40	4	22	26	22
0784	40	4	21	25	22
4796	20	2	17	19	20
4855	20	2	19	21	20
0348	40	4	20	24	22
0341	40	4	22	26	22
2890	20	2	10	12	20
2916	20	2	8	10	20
4414	20	2	14	16	20
4426	20	2	6	8	20
1830	20	2	14	16	20
1831	20	2	6	8	20
0904	20	2	4	6	20
