23	14	18
y	x	z	ContainerCode	Container Length	Weight	Cargo	Cargo Capacity
8	7	0	111	20	2	18	20
9	7	0	112	40	4	22	22
10	7	0	112	40	4	22	22
11	7	0	113	40	4	2	22
12	7	0	113	40	4	2	22
13	7	0	114	20	2	16	20
14	7	0	115	20	2	16	20
15	7	0	116	40	4	7	22
16	7	0	116	40	4	7	22
17	7	0	117	20	2	20	20
18	7	0	118	20	2	14	20
19	7	0	119	20	2	20	20
20	7	0	120	40	4	0	22
21	7	0	120	40	4	0	22
22	7	0	123	20	2	18	20
0	8	0	121	40	4	16	22
1	8	0	121	40	4	16	22
2	8	0	122	40	4	9	22
3	8	0	122	40	4	9	22
4	8	0	124	40	4	13	22
5	8	0	124	40	4	13	22
6	8	0	125	20	2	2	20
7	8	0	126	20	2	10	20
8	8	0	127	20	2	1	20
9	8	0	128	20	2	13	20
10	8	0	129	40	4	8	22
11	8	0	129	40	4	8	22
12	8	0	130	20	2	18	20
13	8	0	131	40	4	13	22
14	8	0	131	40	4	13	22
15	8	0	132	20	2	15	20
16	8	0	133	20	2	4	20
17	8	0	134	40	4	11	22
18	8	0	134	40	4	11	22
19	8	0	135	40	4	20	22
20	8	0	135	40	4	20	22
21	8	0	136	40	4	12	22
22	8	0	136	40	4	12	22
0	9	0	137	20	2	7	20
1	9	0	138	40	4	3	22
2	9	0	138	40	4	3	22
3	9	0	139	20	2	12	20
4	9	0	140	20	2	20	20
5	9	0	141	40	4	22	22
6	9	0	141	40	4	22	22
7	9	0	142	20	2	5	20
8	9	0	143	20	2	11	20
9	9	0	144	40	4	10	22
10	9	0	144	40	4	10	22
11	9	0	145	40	4	5	22
12	9	0	145	40	4	5	22
13	9	0	146	20	2	1	20
14	9	0	147	20	2	19	20
15	9	0	148	20	2	3	20
16	9	0	149	40	4	9	22
17	9	0	149	40	4	9	22
18	9	0	150	40	4	16	22
19	9	0	150	40	4	16	22
20	9	0	151	40	4	10	22
21	9	0	151	40	4	10	22
22	9	0	159	20	2	17	20
0	10	0	152	40	4	11	22
1	10	0	152	40	4	11	22
2	10	0	153	40	4	3	22
3	10	0	153	40	4	3	22
4	10	0	154	40	4	4	22
5	10	0	154	40	4	4	22
6	10	0	155	40	4	4	22
7	10	0	155	40	4	4	22
8	10	0	156	40	4	8	22
9	10	0	156	40	4	8	22
10	10	0	157	40	4	21	22
11	10	0	157	40	4	21	22
12	10	0	158	40	4	22	22
13	10	0	158	40	4	22	22
14	10	0	160	40	4	16	22
15	10	0	160	40	4	16	22
16	10	0	161	20	2	8	20
17	10	0	162	40	4	4	22
18	10	0	162	40	4	4	22
19	10	0	163	20	2	3	20
20	10	0	164	20	2	9	20
21	10	0	165	40	4	17	22
22	10	0	165	40	4	17	22
0	11	0	166	40	4	8	22
1	11	0	166	40	4	8	22
2	11	0	167	20	2	15	20
3	11	0	168	20	2	6	20
4	11	0	169	40	4	11	22
5	11	0	169	40	4	11	22
6	11	0	170	20	2	9	20
7	11	0	171	40	4	8	22
8	11	0	171	40	4	8	22
9	11	0	172	40	4	10	22
10	11	0	172	40	4	10	22
11	11	0	173	20	2	13	20
12	11	0	174	40	4	0	22
13	11	0	174	40	4	0	22
14	11	0	175	20	2	9	20
15	11	0	176	40	4	13	22
16	11	0	176	40	4	13	22
17	11	0	177	40	4	0	22
18	11	0	177	40	4	0	22
19	11	0	178	40	4	11	22
20	11	0	178	40	4	11	22
21	11	0	179	40	4	18	22
22	11	0	179	40	4	18	22
0	12	0	180	20	2	15	20
1	12	0	181	40	4	1	22
2	12	0	181	40	4	1	22
3	12	0	182	20	2	16	20
4	12	0	183	40	4	19	22
5	12	0	183	40	4	19	22
6	12	0	184	20	2	10	20
7	12	0	185	20	2	4	20
8	12	0	186	20	2	13	20
9	12	0	187	40	4	3	22
10	12	0	187	40	4	3	22
11	12	0	188	20	2	10	20
12	12	0	189	20	2	17	20
13	12	0	190	20	2	9	20
14	12	0	191	20	2	18	20
15	12	0	192	20	2	12	20
16	12	0	193	20	2	17	20
17	12	0	194	20	2	5	20
18	12	0	195	40	4	17	22
19	12	0	195	40	4	17	22
20	12	0	196	40	4	4	22
21	12	0	196	40	4	4	22
22	12	0	198	20	2	0	20
0	13	0	197	40	4	21	22
1	13	0	197	40	4	21	22
2	13	0	199	40	4	6	22
3	13	0	199	40	4	6	22
4	13	0	200	20	2	3	20
5	13	0	201	20	2	18	20
6	13	0	202	40	4	1	22
7	13	0	202	40	4	1	22
8	13	0	203	40	4	9	22
9	13	0	203	40	4	9	22
10	13	0	204	40	4	15	22
11	13	0	204	40	4	15	22
12	13	0	205	20	2	18	20
13	13	0	206	20	2	3	20
14	13	0	207	40	4	13	22
15	13	0	207	40	4	13	22
16	13	0	208	20	2	8	20
17	13	0	209	20	2	0	20
18	13	0	210	40	4	14	22
19	13	0	210	40	4	14	22
20	13	0	211	40	4	7	22
21	13	0	211	40	4	7	22
22	13	0	212	20	2	4	20
0	0	1	213	40	4	22	22
1	0	1	213	40	4	22	22
2	0	1	214	20	2	14	20
3	0	1	215	40	4	13	22
4	0	1	215	40	4	13	22
5	0	1	216	40	4	12	22
6	0	1	216	40	4	12	22
7	0	1	217	40	4	14	22
8	0	1	217	40	4	14	22
9	0	1	218	40	4	18	22
10	0	1	218	40	4	18	22
11	0	1	219	20	2	20	20
12	0	1	220	40	4	14	22
13	0	1	220	40	4	14	22
14	0	1	221	40	4	20	22
15	0	1	221	40	4	20	22
16	0	1	222	40	4	7	22
17	0	1	222	40	4	7	22
18	0	1	223	20	2	4	20
19	0	1	224	20	2	13	20
20	0	1	225	20	2	12	20
21	0	1	226	20	2	7	20
22	0	1	230	20	2	13	20
0	1	1	227	40	4	16	22
1	1	1	227	40	4	16	22
2	1	1	228	40	4	14	22
3	1	1	228	40	4	14	22
4	1	1	229	40	4	22	22
5	1	1	229	40	4	22	22
6	1	1	231	20	2	13	20
7	1	1	232	20	2	18	20
8	1	1	233	40	4	3	22
9	1	1	233	40	4	3	22
10	1	1	234	20	2	12	20
11	1	1	235	20	2	11	20
12	1	1	236	20	2	10	20
13	1	1	237	40	4	17	22
14	1	1	237	40	4	17	22
15	1	1	238	20	2	12	20
16	1	1	239	40	4	22	22
17	1	1	239	40	4	22	22
18	1	1	240	40	4	1	22
19	1	1	240	40	4	1	22
20	1	1	241	40	4	0	22
21	1	1	241	40	4	0	22
22	1	1	242	20	2	4	20
0	2	1	243	20	2	9	20
1	2	1	244	20	2	20	20
2	2	1	245	20	2	16	20
3	2	1	246	20	2	3	20
4	2	1	247	40	4	16	22
5	2	1	247	40	4	16	22
6	2	1	248	20	2	14	20
7	2	1	249	20	2	3	20
8	2	1	250	20	2	3	20
9	2	1	251	20	2	10	20
10	2	1	252	20	2	16	20
11	2	1	253	20	2	10	20
12	2	1	254	40	4	18	22
13	2	1	254	40	4	18	22
14	2	1	255	40	4	0	22
15	2	1	255	40	4	0	22
16	2	1	256	40	4	21	22
17	2	1	256	40	4	21	22
18	2	1	257	20	2	16	20
19	2	1	258	40	4	7	22
20	2	1	258	40	4	7	22
21	2	1	259	40	4	4	22
22	2	1	259	40	4	4	22
0	3	1	260	40	4	15	22
1	3	1	260	40	4	15	22
2	3	1	261	40	4	1	22
3	3	1	261	40	4	1	22
4	3	1	262	20	2	20	20
5	3	1	263	20	2	10	20
6	3	1	264	40	4	7	22
7	3	1	264	40	4	7	22
8	3	1	265	20	2	11	20
9	3	1	266	40	4	0	22
10	3	1	266	40	4	0	22
11	3	1	267	20	2	18	20
12	3	1	268	40	4	7	22
13	3	1	268	40	4	7	22
14	3	1	269	40	4	7	22
15	3	1	269	40	4	7	22
16	3	1	270	40	4	4	22
17	3	1	270	40	4	4	22
18	3	1	271	40	4	7	22
19	3	1	271	40	4	7	22
20	3	1	272	20	2	16	20
21	3	1	273	40	4	9	22
22	3	1	273	40	4	9	22
0	4	1	274	20	2	17	20
1	4	1	275	20	2	20	20
2	4	1	276	20	2	12	20
3	4	1	277	40	4	6	22
4	4	1	277	40	4	6	22
5	4	1	278	20	2	14	20
6	4	1	279	20	2	14	20
7	4	1	280	20	2	15	20
8	4	1	281	20	2	19	20
9	4	1	282	40	4	1	22
10	4	1	282	40	4	1	22
11	4	1	283	40	4	2	22
12	4	1	283	40	4	2	22
13	4	1	284	20	2	0	20
14	4	1	285	40	4	5	22
15	4	1	285	40	4	5	22
16	4	1	286	20	2	15	20
17	4	1	287	40	4	12	22
18	4	1	287	40	4	12	22
19	4	1	288	20	2	0	20
20	4	1	289	20	2	2	20
21	4	1	290	20	2	16	20
22	4	1	294	20	2	10	20
0	5	1	291	40	4	5	22
1	5	1	291	40	4	5	22
2	5	1	292	40	4	3	22
3	5	1	292	40	4	3	22
4	5	1	293	40	4	2	22
5	5	1	293	40	4	2	22
6	5	1	295	40	4	15	22
7	5	1	295	40	4	15	22
8	5	1	296	20	2	9	20
9	5	1	297	40	4	4	22
10	5	1	297	40	4	4	22
11	5	1	298	40	4	21	22
12	5	1	298	40	4	21	22
13	5	1	299	40	4	15	22
14	5	1	299	40	4	15	22
15	5	1	300	40	4	1	22
16	5	1	300	40	4	1	22
17	5	1	301	20	2	18	20
18	5	1	302	20	2	1	20
19	5	1	303	40	4	4	22
20	5	1	303	40	4	4	22
21	5	1	304	40	4	3	22
22	5	1	304	40	4	3	22
0	6	1	305	40	4	2	22
1	6	1	305	40	4	2	22
2	6	1	306	40	4	17	22
3	6	1	306	40	4	17	22
4	6	1	307	20	2	13	20
5	6	1	308	40	4	1	22
6	6	1	308	40	4	1	22
7	6	1	309	20	2	7	20
8	6	1	310	40	4	18	22
9	6	1	310	40	4	18	22
10	6	1	311	20	2	8	20
11	6	1	312	40	4	8	22
12	6	1	312	40	4	8	22
13	6	1	313	20	2	11	20
14	6	1	314	40	4	15	22
15	6	1	314	40	4	15	22
16	6	1	315	20	2	0	20
17	6	1	316	40	4	7	22
18	6	1	316	40	4	7	22
19	6	1	317	40	4	6	22
20	6	1	317	40	4	6	22
21	6	1	318	40	4	6	22
22	6	1	318	40	4	6	22
0	7	1	319	20	2	0	20
1	7	1	320	20	2	6	20
2	7	1	321	40	4	18	22
3	7	1	321	40	4	18	22
4	7	1	322	20	2	14	20
5	7	1	323	40	4	9	22
6	7	1	323	40	4	9	22
7	7	1	324	40	4	15	22
8	7	1	324	40	4	15	22
9	7	1	325	20	2	18	20
10	7	1	326	40	4	2	22
11	7	1	326	40	4	2	22
12	7	1	327	40	4	14	22
13	7	1	327	40	4	14	22
14	7	1	328	40	4	15	22
15	7	1	328	40	4	15	22
16	7	1	329	40	4	8	22
17	7	1	329	40	4	8	22
18	7	1	330	40	4	17	22
19	7	1	330	40	4	17	22
20	7	1	331	40	4	20	22
21	7	1	331	40	4	20	22
22	7	1	332	20	2	2	20
0	8	1	333	40	4	7	22
1	8	1	333	40	4	7	22
2	8	1	334	40	4	15	22
3	8	1	334	40	4	15	22
4	8	1	335	20	2	14	20
5	8	1	336	20	2	3	20
6	8	1	337	20	2	8	20
7	8	1	338	40	4	7	22
8	8	1	338	40	4	7	22
9	8	1	339	20	2	11	20
10	8	1	340	40	4	17	22
11	8	1	340	40	4	17	22
12	8	1	341	20	2	13	20
13	8	1	342	20	2	19	20
14	8	1	343	40	4	4	22
15	8	1	343	40	4	4	22
16	8	1	344	40	4	9	22
17	8	1	344	40	4	9	22
18	8	1	345	20	2	19	20
19	8	1	346	40	4	7	22
20	8	1	346	40	4	7	22
21	8	1	347	40	4	6	22
22	8	1	347	40	4	6	22
0	9	1	348	40	4	9	22
1	9	1	348	40	4	9	22
2	9	1	349	40	4	15	22
3	9	1	349	40	4	15	22
4	9	1	350	20	2	9	20
5	9	1	351	20	2	0	20
6	9	1	352	40	4	1	22
7	9	1	352	40	4	1	22
8	9	1	353	40	4	15	22
9	9	1	353	40	4	15	22
10	9	1	354	40	4	19	22
11	9	1	354	40	4	19	22
12	9	1	355	20	2	9	20
13	9	1	356	40	4	17	22
14	9	1	356	40	4	17	22
15	9	1	357	20	2	13	20
16	9	1	358	20	2	3	20
17	9	1	359	20	2	4	20
18	9	1	360	20	2	13	20
19	9	1	361	40	4	22	22
20	9	1	361	40	4	22	22
21	9	1	362	20	2	4	20
22	9	1	364	20	2	9	20
0	10	1	363	40	4	6	22
1	10	1	363	40	4	6	22
2	10	1	365	20	2	18	20
3	10	1	366	40	4	21	22
4	10	1	366	40	4	21	22
5	10	1	367	20	2	19	20
6	10	1	368	20	2	19	20
7	10	1	369	20	2	16	20
8	10	1	370	20	2	1	20
9	10	1	371	20	2	8	20
10	10	1	372	40	4	11	22
11	10	1	372	40	4	11	22
12	10	1	373	40	4	9	22
13	10	1	373	40	4	9	22
14	10	1	374	40	4	14	22
15	10	1	374	40	4	14	22
16	10	1	375	20	2	10	20
17	10	1	376	40	4	4	22
18	10	1	376	40	4	4	22
19	10	1	377	40	4	8	22
20	10	1	377	40	4	8	22
21	10	1	378	20	2	12	20
22	10	1	379	20	2	1	20
0	11	1	380	40	4	13	22
1	11	1	380	40	4	13	22
2	11	1	381	20	2	3	20
3	11	1	382	20	2	6	20
4	11	1	383	40	4	12	22
5	11	1	383	40	4	12	22
6	11	1	384	20	2	13	20
7	11	1	385	40	4	0	22
8	11	1	385	40	4	0	22
9	11	1	386	20	2	18	20
10	11	1	387	40	4	14	22
11	11	1	387	40	4	14	22
12	11	1	388	20	2	13	20
13	11	1	389	20	2	17	20
14	11	1	390	40	4	21	22
15	11	1	390	40	4	21	22
16	11	1	391	20	2	6	20
17	11	1	392	20	2	18	20
18	11	1	393	40	4	20	22
19	11	1	393	40	4	20	22
20	11	1	394	40	4	7	22
21	11	1	394	40	4	7	22
22	11	1	395	20	2	17	20
0	12	1	396	20	2	19	20
1	12	1	397	40	4	7	22
2	12	1	397	40	4	7	22
3	12	1	398	20	2	18	20
4	12	1	399	40	4	12	22
5	12	1	399	40	4	12	22
6	12	1	400	40	4	12	22
7	12	1	400	40	4	12	22
8	12	1	401	40	4	19	22
9	12	1	401	40	4	19	22
10	12	1	402	40	4	14	22
11	12	1	402	40	4	14	22
12	12	1	403	40	4	8	22
13	12	1	403	40	4	8	22
14	12	1	404	20	2	0	20
15	12	1	405	20	2	20	20
16	12	1	406	20	2	4	20
17	12	1	407	40	4	15	22
18	12	1	407	40	4	15	22
19	12	1	408	20	2	12	20
20	12	1	409	40	4	10	22
21	12	1	409	40	4	10	22
22	12	1	410	20	2	11	20
0	13	1	411	40	4	17	22
1	13	1	411	40	4	17	22
2	13	1	412	20	2	13	20
3	13	1	413	20	2	4	20
4	13	1	414	20	2	0	20
5	13	1	415	20	2	0	20
6	13	1	416	20	2	18	20
7	13	1	417	40	4	1	22
8	13	1	417	40	4	1	22
9	13	1	418	40	4	3	22
10	13	1	418	40	4	3	22
11	13	1	419	40	4	4	22
12	13	1	419	40	4	4	22
13	13	1	420	20	2	0	20
14	13	1	421	20	2	0	20
15	13	1	422	40	4	5	22
16	13	1	422	40	4	5	22
17	13	1	423	20	2	9	20
18	13	1	424	40	4	7	22
19	13	1	424	40	4	7	22
20	13	1	425	20	2	7	20
21	13	1	426	40	4	14	22
22	13	1	426	40	4	14	22
0	0	2	427	40	4	1	22
1	0	2	427	40	4	1	22
2	0	2	428	20	2	14	20
3	0	2	429	20	2	0	20
4	0	2	430	40	4	19	22
5	0	2	430	40	4	19	22
6	0	2	431	20	2	9	20
7	0	2	432	20	2	3	20
8	0	2	433	20	2	9	20
9	0	2	434	40	4	18	22
10	0	2	434	40	4	18	22
11	0	2	435	40	4	7	22
12	0	2	435	40	4	7	22
13	0	2	436	40	4	11	22
14	0	2	436	40	4	11	22
15	0	2	437	20	2	16	20
16	0	2	438	20	2	11	20
17	0	2	439	20	2	9	20
18	0	2	440	20	2	0	20
19	0	2	441	20	2	12	20
20	0	2	442	40	4	17	22
21	0	2	442	40	4	17	22
22	0	2	446	20	2	20	20
0	1	2	443	40	4	21	22
1	1	2	443	40	4	21	22
2	1	2	444	40	4	20	22
3	1	2	444	40	4	20	22
4	1	2	445	40	4	16	22
5	1	2	445	40	4	16	22
6	1	2	447	40	4	13	22
7	1	2	447	40	4	13	22
8	1	2	448	20	2	6	20
9	1	2	449	40	4	15	22
10	1	2	449	40	4	15	22
11	1	2	450	40	4	7	22
12	1	2	450	40	4	7	22
13	1	2	451	40	4	9	22
14	1	2	451	40	4	9	22
15	1	2	452	20	2	11	20
16	1	2	453	40	4	8	22
17	1	2	453	40	4	8	22
18	1	2	454	20	2	2	20
19	1	2	455	20	2	8	20
20	1	2	456	20	2	16	20
21	1	2	457	40	4	16	22
22	1	2	457	40	4	16	22
0	2	2	458	20	2	10	20
1	2	2	459	40	4	2	22
2	2	2	459	40	4	2	22
3	2	2	460	20	2	2	20
4	2	2	461	40	4	19	22
5	2	2	461	40	4	19	22
6	2	2	462	20	2	1	20
7	2	2	463	20	2	8	20
8	2	2	464	20	2	5	20
9	2	2	465	40	4	17	22
10	2	2	465	40	4	17	22
11	2	2	466	20	2	17	20
12	2	2	467	20	2	2	20
13	2	2	468	20	2	12	20
14	2	2	469	20	2	4	20
15	2	2	470	40	4	0	22
16	2	2	470	40	4	0	22
17	2	2	471	20	2	10	20
18	2	2	472	40	4	1	22
19	2	2	472	40	4	1	22
20	2	2	473	20	2	18	20
21	2	2	474	40	4	10	22
22	2	2	474	40	4	10	22
0	3	2	475	20	2	16	20
1	3	2	476	20	2	7	20
2	3	2	477	20	2	7	20
3	3	2	478	40	4	8	22
4	3	2	478	40	4	8	22
5	3	2	479	20	2	11	20
6	3	2	480	40	4	10	22
7	3	2	480	40	4	10	22
8	3	2	481	40	4	13	22
9	3	2	481	40	4	13	22
10	3	2	482	20	2	3	20
11	3	2	483	20	2	4	20
12	3	2	484	20	2	11	20
13	3	2	485	20	2	9	20
14	3	2	486	40	4	17	22
15	3	2	486	40	4	17	22
16	3	2	487	40	4	8	22
17	3	2	487	40	4	8	22
18	3	2	488	40	4	9	22
19	3	2	488	40	4	9	22
20	3	2	489	40	4	10	22
21	3	2	489	40	4	10	22
22	3	2	491	20	2	15	20
0	4	2	490	40	4	21	22
1	4	2	490	40	4	21	22
2	4	2	492	40	4	21	22
3	4	2	492	40	4	21	22
4	4	2	493	20	2	20	20
5	4	2	494	20	2	6	20
6	4	2	495	20	2	6	20
7	4	2	496	40	4	2	22
8	4	2	496	40	4	2	22
9	4	2	497	40	4	1	22
10	4	2	497	40	4	1	22
11	4	2	498	20	2	20	20
12	4	2	499	40	4	0	22
13	4	2	499	40	4	0	22
14	4	2	500	40	4	7	22
15	4	2	500	40	4	7	22
16	4	2	501	20	2	16	20
17	4	2	502	20	2	19	20
18	4	2	503	20	2	16	20
19	4	2	504	20	2	9	20
20	4	2	505	20	2	2	20
21	4	2	506	20	2	20	20
22	4	2	508	20	2	4	20
0	5	2	507	40	4	13	22
1	5	2	507	40	4	13	22
2	5	2	509	20	2	9	20
3	5	2	510	40	4	1	22
4	5	2	510	40	4	1	22
5	5	2	511	40	4	6	22
6	5	2	511	40	4	6	22
7	5	2	512	20	2	13	20
8	5	2	513	20	2	1	20
9	5	2	514	20	2	20	20
10	5	2	515	40	4	20	22
11	5	2	515	40	4	20	22
12	5	2	516	40	4	21	22
13	5	2	516	40	4	21	22
14	5	2	517	40	4	19	22
15	5	2	517	40	4	19	22
16	5	2	518	40	4	21	22
17	5	2	518	40	4	21	22
18	5	2	519	20	2	0	20
19	5	2	520	40	4	7	22
20	5	2	520	40	4	7	22
21	5	2	521	20	2	1	20
22	5	2	525	20	2	1	20
0	6	2	522	40	4	14	22
1	6	2	522	40	4	14	22
2	6	2	523	40	4	12	22
3	6	2	523	40	4	12	22
4	6	2	524	40	4	17	22
5	6	2	524	40	4	17	22
6	6	2	526	20	2	20	20
7	6	2	527	20	2	10	20
8	6	2	528	20	2	4	20
9	6	2	529	40	4	1	22
10	6	2	529	40	4	1	22
11	6	2	530	20	2	16	20
12	6	2	531	40	4	15	22
13	6	2	531	40	4	15	22
14	6	2	532	40	4	18	22
15	6	2	532	40	4	18	22
16	6	2	533	20	2	0	20
17	6	2	534	20	2	5	20
18	6	2	535	20	2	9	20
19	6	2	536	40	4	8	22
20	6	2	536	40	4	8	22
21	6	2	537	20	2	4	20
22	6	2	538	20	2	1	20
0	7	2	539	40	4	6	22
1	7	2	539	40	4	6	22
2	7	2	540	40	4	15	22
3	7	2	540	40	4	15	22
4	7	2	541	20	2	7	20
5	7	2	542	40	4	6	22
6	7	2	542	40	4	6	22
7	7	2	543	20	2	15	20
8	7	2	544	20	2	19	20
9	7	2	545	40	4	1	22
10	7	2	545	40	4	1	22
11	7	2	546	40	4	18	22
12	7	2	546	40	4	18	22
13	7	2	547	40	4	19	22
14	7	2	547	40	4	19	22
15	7	2	548	40	4	9	22
16	7	2	548	40	4	9	22
17	7	2	549	20	2	8	20
18	7	2	550	20	2	1	20
19	7	2	551	20	2	5	20
20	7	2	552	40	4	7	22
21	7	2	552	40	4	7	22
22	7	2	557	20	2	8	20
0	8	2	553	40	4	21	22
1	8	2	553	40	4	21	22
2	8	2	554	40	4	21	22
3	8	2	554	40	4	21	22
4	8	2	555	40	4	1	22
5	8	2	555	40	4	1	22
6	8	2	556	40	4	10	22
7	8	2	556	40	4	10	22
8	8	2	558	20	2	9	20
9	8	2	559	40	4	13	22
10	8	2	559	40	4	13	22
11	8	2	560	20	2	17	20
12	8	2	561	20	2	1	20
13	8	2	562	20	2	11	20
14	8	2	563	40	4	0	22
15	8	2	563	40	4	0	22
16	8	2	564	40	4	6	22
17	8	2	564	40	4	6	22
18	8	2	565	40	4	10	22
19	8	2	565	40	4	10	22
20	8	2	566	20	2	8	20
21	8	2	567	40	4	19	22
22	8	2	567	40	4	19	22
0	9	2	568	40	4	12	22
1	9	2	568	40	4	12	22
2	9	2	569	20	2	7	20
3	9	2	570	40	4	12	22
4	9	2	570	40	4	12	22
5	9	2	571	20	2	19	20
6	9	2	572	40	4	6	22
7	9	2	572	40	4	6	22
8	9	2	573	40	4	3	22
9	9	2	573	40	4	3	22
10	9	2	574	40	4	12	22
11	9	2	574	40	4	12	22
12	9	2	575	40	4	17	22
13	9	2	575	40	4	17	22
14	9	2	576	20	2	4	20
15	9	2	577	20	2	17	20
16	9	2	578	20	2	10	20
17	9	2	579	40	4	19	22
